clade_name	sub-MIC015	sub-MIC105	sub-MIC104	sub-MIC103	sub-MIC102	sub-MIC101	sub-MIC100	sub-MIC099	sub-MIC098	sub-MIC014	sub-MIC097	sub-MIC096	sub-MIC095	sub-MIC094	sub-MIC093	sub-MIC092	sub-MIC091	sub-MIC090	sub-MIC088	sub-MIC087	sub-MIC013	sub-MIC085	sub-MIC084	sub-MIC083	sub-MIC082	sub-MIC081	sub-MIC080	sub-MIC079	sub-MIC078	sub-MIC077	sub-MIC076	sub-MIC012	sub-MIC073	sub-MIC072	sub-MIC071	sub-MIC070	sub-MIC069	sub-MIC068	sub-MIC065	sub-MIC064	sub-MIC063	sub-MIC061	sub-MIC010	sub-MIC060	sub-MIC059	sub-MIC057	sub-MIC056	sub-MIC053	sub-MIC052	sub-MIC051	sub-MIC049	sub-MIC048	sub-MIC017	sub-MIC016	sub-MIC003	sub-MIC002	sub-MIC047	sub-MIC009	sub-MIC046	sub-MIC045	sub-MIC044	sub-MIC043	sub-MIC042	sub-MIC041	sub-MIC040	sub-MIC039	sub-MIC038	sub-MIC037	sub-MIC008	sub-MIC036	sub-MIC035	sub-MIC034	sub-MIC033	sub-MIC032	sub-MIC031	sub-MIC029	sub-MIC028	sub-MIC027	sub-MIC026	sub-MIC005	sub-MIC025	sub-MIC024	sub-MIC023	sub-MIC022	sub-MIC021	sub-MIC020	sub-MIC019	sub-MIC018
k__Bacteria___p__Bacillota___c__Bacilli___o__Acholeplasmatales___f__Acholeplasmataceae___g__Anaeroplasma	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	109	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Erysipelotrichales___f__Erysipelatoclostridiaceae___g__Asteroleplasma	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	45	0	0	0	0	0	0	0	0	13	0	0	8743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Erysipelotrichales___f__Erysipelatoclostridiaceae___g__Catenibacterium	0	0	228	0	643	0	321	28	198	0	0	59	1254	247	262	46	70	78	0	81	0	0	161	107	59	0	149	0	160	0	73	0	689	0	200	40	1494	293	361	0	314	0	285	0	0	486	132	140	42	1014	0	56	32	0	46	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	46	0	37	23	0	0	0	0	0	0	0	19	0	183	62	81	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Erysipelotrichales___f__Erysipelatoclostridiaceae___g__Coprobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	96	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Erysipelotrichales___f__Erysipelatoclostridiaceae___g__Erysipelotrichaceae UCG-003	16	68	0	69	0	56	0	11	18	0	125	0	30	2	0	11	38	18	14	0	6	32	0	10	0	0	5	8	163	237	0	9	0	271	14	0	0	0	0	20	0	0	3	67	31	0	8	0	15	0	29	0	0	46	5	3	9	54	83	7	22	563	0	54	79	46	96	101	75	41	41	58	0	0	15	200	200	23	14	8	45	122	13	26	0	0	5	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Erysipelotrichales___f__Erysipelatoclostridiaceae___g__Kandleria	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Erysipelotrichales___f__Erysipelatoclostridiaceae___g__Longibaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Erysipelotrichales___f__Erysipelatoclostridiaceae___g__Massiliomicrobiota	0	7	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Erysipelotrichales___f__Erysipelatoclostridiaceae___g__Thomasclavelia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	4	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Erysipelotrichales___f__Erysipelatoclostridiaceae___g__UCG-004	11	0	0	0	0	45	124	0	7	0	0	0	0	10	0	0	5	0	10	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	75	0	35	6	4	0	10	0	0	0	0	0	114	0	7	127	0	94	4	5	0	0	67	0	9	0	0	0	0	0	0	5	0	86	5	0	0	0	0	0	0	0	0	0	41	0	10	87	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Erysipelotrichales___f__Erysipelotrichaceae___g__Amedibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Erysipelotrichales___f__Erysipelotrichaceae___g__Catenisphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Erysipelotrichales___f__Erysipelotrichaceae___g__Dielma	0	9	0	0	0	0	0	0	0	8	0	8	0	0	0	0	0	13	0	0	0	0	0	0	0	23	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	7	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Erysipelotrichales___f__Erysipelotrichaceae___g__Erysipelotrichaceae UCG-006	0	0	0	0	26	0	9	0	0	0	12	0	0	0	31	0	0	0	0	0	0	0	18	0	0	0	0	0	12	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Erysipelotrichales___f__Erysipelotrichaceae___g__Faecalitalea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Erysipelotrichales___f__Erysipelotrichaceae___g__Holdemanella	0	0	69	49	109	48	62	432	322	0	64	41	0	86	138	493	146	139	0	120	30	85	51	70	149	0	1590	72	265	0	409	0	813	0	773	77	276	379	183	33	588	0	12	0	273	407	35	51	147	305	0	24	0	0	75	61	360	0	12	0	0	0	0	7	256	53	0	0	23	318	0	0	0	79	0	219	0	0	0	53	89	286	49	239	25	0	25	15
k__Bacteria___p__Bacillota___c__Bacilli___o__Erysipelotrichales___f__Erysipelotrichaceae___g__Holdemania	0	10	5	0	0	0	0	11	0	0	3	0	3	0	0	14	0	0	0	0	0	6	0	0	0	0	5	0	0	5	3	0	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Erysipelotrichales___f__Erysipelotrichaceae___g__Longicatena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Erysipelotrichales___f__Erysipelotrichaceae___g__Solobacterium	0	0	0	29	81	6	21	0	62	0	0	0	0	12	9	0	0	0	0	0	0	0	0	10	0	0	111	5	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	14	0	40	0	20	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	10	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Erysipelotrichales___f__Erysipelotrichaceae___g__Turicibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	0	19	0	0	0	0	2	0	0	0	0	85	0	14	0	0	0	0	0	0	0	0	14	46	0	0	286	0	5	0	0	0	0	2	196	0	0	0	0	16	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	5	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Erysipelotrichales___f__Erysipelotrichaceae___g__[Clostridium] innocuum group	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	7	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Lactobacillales___f__Carnobacteriaceae___g__Granulicatella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	6	5	0	8	0	0	13	3	0	0	2	0	0	0	3	0	0	0	0	0	63	0	0	0	0	0	0	0	4	0	0	0	0	0	0	5	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Lactobacillales___f__Enterococcaceae___g__Enterococcus	0	0	0	11	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	29	47	0	0	0	0	0	65	0	0	43	0	0	132	0	0	0	0	0	0	0	0	0	0	0	75	0	0	52	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	20	0	0	12	0	0	0	2	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Lactobacillales___f__Lactobacillaceae___g__Agrilactobacillus	53	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	123	96	78	168	55	0	0	40	89	225	97	87	9	94	129	76	104	89	91	129	20	93	66	10	9	105	46	55	2	103	74	57	3	23	37	20	103	111	25
k__Bacteria___p__Bacillota___c__Bacilli___o__Lactobacillales___f__Lactobacillaceae___g__Companilactobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Lactobacillales___f__Lactobacillaceae___g__HT002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Lactobacillales___f__Lactobacillaceae___g__Holzapfeliella	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	2	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Lactobacillales___f__Lactobacillaceae___g__Lactiplantibacillus	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Lactobacillales___f__Lactobacillaceae___g__Lactobacillus	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Lactobacillales___f__Lactobacillaceae___g__Latilactobacillus	10878	0	0	0	0	0	0	0	0	14893	0	0	0	0	0	0	0	0	0	0	10937	0	0	0	0	8	0	0	3	0	4	12710	0	6	0	0	0	0	0	0	0	0	7715	0	0	0	0	0	0	15586	6989	8308	11686	10829	0	0	6649	3723	5926	5703	7385	2233	5936	6717	3270	4410	6669	2501	7765	10704	8361	2940	5327	2193	18605	4982	5466	745	2791	4699	1506	755	2706	2423	2592	6131	9557	6993
k__Bacteria___p__Bacillota___c__Bacilli___o__Lactobacillales___f__Lactobacillaceae___g__Leuconostoc	1239	0	0	0	0	0	0	0	0	1799	0	0	0	0	0	0	0	0	0	0	1262	0	0	0	0	0	0	0	0	0	0	1421	8	0	0	0	0	0	0	0	0	0	798	0	0	0	0	0	0	2376	920	1165	1449	1203	0	0	1166	784	718	1043	1302	455	1300	1075	711	658	1138	593	930	1749	1299	590	919	517	3564	1340	1055	121	678	807	293	294	604	466	598	968	1367	867
k__Bacteria___p__Bacillota___c__Bacilli___o__Lactobacillales___f__Lactobacillaceae___g__Ligilactobacillus	0	0	409	0	20	0	1768	0	3	0	0	0	2	0	0	0	0	423	172	0	0	0	0	220	692	0	318	0	3	492	0	0	2756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	56	0	0	0	34	73	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	22	0	23	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Lactobacillales___f__Lactobacillaceae___g__Limosilactobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Lactobacillales___f__Lactobacillaceae___g__Pediococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	13	13	6	7	8	11	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Lactobacillales___f__Lactobacillaceae___g__Weissella	787	0	0	0	0	0	0	0	0	1023	0	0	0	0	0	0	0	0	0	0	669	0	0	2	0	0	166	1512	0	28	6	779	17	0	0	0	0	6	0	7	0	0	453	0	0	0	0	0	0	1360	537	661	725	747	0	0	586	365	398	481	680	243	736	605	393	369	543	245	572	922	719	292	454	283	1704	586	567	77	352	389	209	136	341	256	256	487	837	566
k__Bacteria___p__Bacillota___c__Bacilli___o__Lactobacillales___f__Streptococcaceae___g__Floricoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Lactobacillales___f__Streptococcaceae___g__Lactococcus	0	3	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	3	8	8	441	261	5	0	17	0	0	0	0	35	0	0	0	0	0	0	0	0	5	0	10	4	13	7	6	7	0	0	0	6	0	0	0	0	0	3	0	13	3	0	0	0	0	0	5	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Lactobacillales___f__Streptococcaceae___g__Streptococcus	0	21	6	17	5	12	128	0	0	9	13	47	2	7	0	4	7	49	112	18	9	25	62	55	11	7	0	258	804	208	82	2	400	396	106	17	0	8	0	12	8	16	0	78	131	11	0	222	9	0	8	30	0	0	15	9	18	0	8	51	6	0	111	154	18	177	11	55	9	24	24	4	6	55	7	0	20	0	13	9	20	15	13	7	5	11	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Staphylococcales___f__Gemellaceae___g__Gemella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Staphylococcales___f__Staphylococcaceae___g__Staphylococcus	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Caldicoprobacterales___f__Caldicoprobacteraceae___g__Caldicoprobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Christensenellales___f__Christensenellaceae___g__Christensenella	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Christensenellales___f__Christensenellaceae___g__Christensenellaceae R-7 group	19	60	48	45	687	45	38	299	738	0	69	7	130	3	159	343	1013	1193	20	218	8	109	631	21	37	0	739	47	119	69	39	27	88	177	876	129	402	29	437	2	500	0	8	73	237	3	252	0	595	59	15	0	9	0	66	57	103	14	54	97	22	0	400	66	86	2	22	7	60	63	44	43	6	121	65	1072	475	0	44	146	15	26	28	5	0	2	0	3
k__Bacteria___p__Bacillota___c__Clostridia___o__Clostridiales___f__Clostridiaceae___g__Clostridium	39	233	9	98	25	3	1551	42	304	0	0	4	0	417	9	56	21	39	75	53	7	70	1397	0	28	88	252	37	16	30	11	10	570	656	85	100	12	15	355	0	205	470	7	20	209	13	115	26	234	11	12	23	22	0	229	0	150	9	32	0	10	52	6	0	53	0	104	255	66	4	0	20	41	0	63	403	57	36	171	2	62	0	56	177	64	47	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Clostridiales___f__Clostridiaceae___g__Sarcina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Eubacteriales___f__Anaerofustaceae___g__Anaerofustis	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Lachnospirales___f__Defluviitaleaceae___g__Defluviitaleaceae UCG-011	0	0	0	0	0	0	0	30	3	0	6	0	0	0	0	19	6	2	0	0	0	0	0	0	0	0	4	0	0	5	17	0	23	4	0	0	3	0	3	0	0	0	0	0	0	0	11	0	6	0	0	0	0	0	1	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	9	0	0	12	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Agathobacter	122	7857	1560	245	312	165	692	0	214	0	812	1137	1489	954	873	0	76	452	742	137	355	219	2641	781	597	0	3725	1208	3073	3066	1036	0	3901	3348	95	1347	20	8720	182	5540	1227	2454	310	558	1092	1370	230	664	342	355	349	39	145	448	552	127	1168	602	1150	910	1486	354	2416	213	662	0	660	595	193	425	293	972	308	380	206	1397	397	376	1694	230	0	172	335	4549	197	716	172	49
k__Bacteria___p__Bacillota___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Anaerobutyricum	38	166	88	146	30	16	46	64	64	10	0	17	41	13	30	88	89	70	85	19	12	34	106	185	57	153	316	54	152	39	333	9	897	1308	62	38	98	121	54	0	47	0	15	137	83	0	45	0	58	138	0	0	35	11	0	0	34	14	10	50	18	380	166	67	113	40	30	34	25	285	16	19	154	32	136	375	114	27	48	63	52	36	58	73	0	11	0	2
k__Bacteria___p__Bacillota___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Anaerostipes	43	619	0	128	14	87	25	9	18	18	540	11	52	7	0	16	22	18	125	0	87	516	1946	22	37	68	34	38	24	47	37	27	181	969	25	24	0	93	19	55	23	642	10	209	0	14	60	206	14	31	0	24	31	184	0	0	12	38	39	17	133	337	30	274	30	0	40	367	14	132	112	18	19	0	172	278	101	64	50	8	12	27	34	38	0	34	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Anaerotignum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Blautia	246	666	218	306	186	215	426	412	327	61	357	658	398	252	174	544	228	696	937	108	186	562	353	378	385	976	1141	310	945	474	3523	65	1715	1102	317	411	410	655	263	192	161	710	32	320	703	105	231	684	142	476	78	43	107	179	175	6	128	139	167	284	250	218	468	253	381	130	212	678	104	380	239	200	112	226	922	1006	475	226	361	277	200	603	170	208	27	159	44	25
k__Bacteria___p__Bacillota___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Butyribacter	0	29	10	188	22	22	0	38	71	0	147	181	0	0	20	48	26	166	0	0	0	780	19	67	0	0	25	33	182	468	71	0	375	705	36	154	0	0	0	59	0	0	0	0	7	0	0	0	12	0	162	25	27	37	157	0	103	42	0	268	188	9	15	16	47	0	0	28	37	361	0	27	168	0	31	0	0	0	42	0	24	0	34	0	52	62	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Butyrivibrio	0	0	2833	0	1100	359	0	0	1385	0	0	0	0	0	3902	0	337	91	0	5833	0	0	432	0	0	0	565	0	2269	0	0	0	0	0	0	0	1778	56	83	707	422	0	149	485	8	0	5374	0	584	0	0	0	610	0	5	0	0	0	0	0	0	0	0	0	0	0	0	177	395	0	0	0	0	0	3658	0	0	57	0	0	600	652	0	0	182	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__CAG-56	0	47	22	895	0	0	0	0	47	0	1265	8	0	0	0	0	49	145	0	12	26	109	31	0	0	0	28	94	0	25	206	15	27	0	96	63	120	590	14	442	12	0	12	37	25	0	24	0	0	10	9	0	21	68	19	17	28	36	20	25	68	37	378	83	44	55	21	209	27	44	0	109	102	0	253	0	0	48	28	0	0	0	128	0	0	100	0	15
k__Bacteria___p__Bacillota___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__CHKCI001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
