embedding_id	sub-MIC002	sub-MIC003	sub-MIC005	sub-MIC008	sub-MIC009	sub-MIC010	sub-MIC012	sub-MIC013	sub-MIC014	sub-MIC015	sub-MIC016	sub-MIC017	sub-MIC018	sub-MIC019	sub-MIC020	sub-MIC021	sub-MIC022	sub-MIC023	sub-MIC024	sub-MIC025	sub-MIC026	sub-MIC027	sub-MIC028	sub-MIC029	sub-MIC031	sub-MIC032	sub-MIC033	sub-MIC034	sub-MIC035	sub-MIC036	sub-MIC037	sub-MIC038	sub-MIC039	sub-MIC040	sub-MIC041	sub-MIC042	sub-MIC043	sub-MIC044	sub-MIC045	sub-MIC046	sub-MIC047	sub-MIC048	sub-MIC049	sub-MIC051	sub-MIC052	sub-MIC053	sub-MIC056	sub-MIC057	sub-MIC059	sub-MIC060	sub-MIC061	sub-MIC063	sub-MIC064	sub-MIC065	sub-MIC068	sub-MIC069	sub-MIC070	sub-MIC071	sub-MIC072	sub-MIC073	sub-MIC076	sub-MIC077	sub-MIC078	sub-MIC079	sub-MIC080	sub-MIC081	sub-MIC082	sub-MIC083	sub-MIC084	sub-MIC085	sub-MIC087	sub-MIC088	sub-MIC090	sub-MIC091	sub-MIC092	sub-MIC093	sub-MIC094	sub-MIC095	sub-MIC096	sub-MIC097	sub-MIC098	sub-MIC099	sub-MIC100	sub-MIC101	sub-MIC102	sub-MIC103	sub-MIC104	sub-MIC105
embedding_0157	1.6275015	1.5184075	1.4142306	1.5355661	1.4745568	1.5697682	1.5639459	1.4658117	1.5336131	1.4535629	1.537166	1.5175028	1.5378768	1.5215197	1.4656295	1.466526	1.57682	1.4741786	1.5079716	1.444329	1.4361517	1.4288379	1.557084	1.5098851	1.5678284	1.5070133	1.4519476	1.5814558	1.4388168	1.5043491	1.4974464	1.5528253	1.567779	1.5219651	1.4828095	1.439842	1.4944025	1.5920277	1.4914749	1.5032572	1.447276	1.5347914	1.4132684	1.4009687	1.5137737	1.47955	1.516548	1.450215	1.5628477	1.5328208	1.4540061	1.5150286	1.502604	1.4939398	1.4362122	1.5696131	1.4686645	1.4670949	1.4605119	1.5180662	1.4979966	1.5262802	1.4184395	1.4504049	1.5032678	1.5129491	1.5098199	1.4702895	1.455489	1.4870558	1.4366344	1.5240997	1.4509373	1.478102	1.468587	1.487408	1.4878819	1.464088	1.5511746	1.4936577	1.4824101	1.4916695	1.5049206	1.5349067	1.4939533	1.5158691	1.4830469	1.5503267
embedding_0158	0.39270613	0.45667621	0.37229118	0.44707862	0.47026855	0.47231147	0.35643917	0.41772422	0.45112664	0.44339463	0.45386714	0.38135532	0.40110907	0.44434652	0.44249967	0.45104548	0.45125073	0.44168487	0.5014923	0.48510668	0.46179658	0.4625255	0.40551358	0.42983723	0.47304332	0.38392293	0.38266164	0.38667834	0.5257933	0.4525626	0.45404953	0.5040536	0.4340089	0.40141767	0.4899679	0.36965236	0.44727328	0.4677596	0.46596476	0.5382794	0.5333105	0.41684216	0.46709064	0.4470247	0.41447648	0.40188083	0.45088813	0.50636566	0.35858086	0.4510517	0.47751194	0.4217044	0.36717755	0.41871077	0.41220334	0.3802793	0.52585405	0.42666182	0.46392244	0.4723765	0.37225294	0.45549154	0.48542377	0.43242162	0.45366707	0.48369116	0.44744712	0.46628362	0.4709095	0.47997746	0.4610085	0.4882292	0.4312251	0.4610927	0.45813763	0.47455624	0.46710837	0.4463327	0.51320064	0.4550617	0.4826507	0.45385876	0.43392047	0.47255343	0.48087195	0.4334946	0.4795347	0.41051286
embedding_0159	0.10686779	0.12964964	0.12661834	0.07480475	0.095715046	0.08741914	0.12693614	0.09707537	0.14615597	0.08412131	0.06565777	0.0949123	0.16630748	0.05178485	0.151747	0.13050182	0.1825729	0.13674074	0.12681982	0.07527602	0.09742635	0.21350941	0.1387663	0.1104757	0.14658928	0.13836603	0.11514554	0.0288408	0.06777908	0.047750983	0.1872404	0.09326611	0.14871643	0.07364147	0.0809127	0.1376626	0.07108145	0.04888079	0.069516465	0.093240075	0.112921	0.047254473	0.14635989	0.10727886	0.06326762	0.13509844	0.09023067	0.052746177	0.16303164	0.11551577	0.15021908	0.12273162	0.0860608	0.09883176	0.014395485	0.10798411	0.15417022	0.08844969	0.09954682	0.15859978	0.12415573	0.109498195	0.16234511	0.1447032	0.07293043	0.08928463	0.10941939	0.076904684	0.10185334	0.13251036	0.024409315	0.13919792	0.05908905	0.20997469	0.11205624	0.085623465	0.047764443	0.0033848404	0.081194706	0.065161824	0.10322749	0.115716726	0.06829588	0.07135608	0.10303842	0.08947735	0.038895268	0.07283033
embedding_0160	0.2194688	0.17091711	0.08332464	0.19155896	0.14710256	0.17265129	0.16875224	0.20627157	0.15351485	0.18771885	0.13199532	0.16176541	0.17389339	0.070783466	0.15254521	0.17780544	0.23327278	0.1488336	0.15132722	0.09059304	0.12169146	0.12168473	0.15526764	0.1517774	0.1136984	0.14032099	0.12634753	0.26245773	0.15419868	0.1712217	0.15975495	0.15626924	0.080655314	0.14016414	0.16760439	0.12605384	0.12441097	0.18318841	0.1380631	0.058367893	0.12200037	0.16352426	0.10495206	0.098004915	0.17983457	0.12969509	0.11368456	0.121806964	0.17219459	0.185131	0.11326069	0.18013217	0.16483007	0.1471519	0.07956209	0.1884992	0.15387526	0.17141998	0.080564246	0.14493094	0.19921954	0.21973039	0.11185299	0.123000324	0.16235036	0.1422176	0.14502439	0.15340155	0.11275763	0.11924221	0.14407519	0.16850716	0.12731908	0.15920913	0.12925345	0.1305337	0.13686971	0.065289065	0.1693095	0.1855203	0.13516904	0.14309727	0.1595797	0.09634389	0.17273408	0.091981225	0.19430426	0.14787151
embedding_0161	0.22284997	0.27703905	0.3771986	0.30388826	0.38897055	0.26234126	0.30352238	0.22851148	0.32343298	0.21130833	0.28414735	0.24356861	0.25693032	0.22744705	0.35027057	0.325582	0.2468514	0.26928446	0.28103045	0.32240012	0.3049731	0.31963632	0.32030582	0.33363467	0.33908972	0.27086946	0.3466189	0.29779124	0.3596875	0.28614077	0.36598068	0.26843444	0.2917004	0.3114844	0.2961774	0.35121867	0.3107895	0.24787208	0.22102107	0.32095453	0.32913634	0.22513776	0.32328144	0.23970619	0.19016038	0.36517054	0.32228953	0.26620626	0.33750075	0.30591106	0.19288103	0.27087066	0.21314485	0.25485265	0.3102341	0.24208309	0.40461805	0.31565732	0.21467865	0.27686912	0.270567	0.2663175	0.32726237	0.3567296	0.34810734	0.30622792	0.3206672	0.34251982	0.29830426	0.28715652	0.32778317	0.31559488	0.26518956	0.26788718	0.23711894	0.3055366	0.2938156	0.2253553	0.25761172	0.31311646	0.28579867	0.36620083	0.29207614	0.32636285	0.30651644	0.31872594	0.31416544	0.27767268
embedding_0162	0.55161685	0.63870406	0.60979736	0.5669774	0.62659854	0.6243208	0.6336201	0.6500462	0.59696305	0.62209463	0.64123714	0.61468816	0.593373	0.62608385	0.6169943	0.6353206	0.59550524	0.6703863	0.5632846	0.6209491	0.6693742	0.6030579	0.6204745	0.63491213	0.6356383	0.6365872	0.5988804	0.5747025	0.60215926	0.57832724	0.6006759	0.55602807	0.5589712	0.55709624	0.6254748	0.61034447	0.6296527	0.61750525	0.591638	0.59651405	0.67470235	0.6002088	0.6748802	0.66503876	0.57263106	0.635787	0.60161626	0.6119068	0.6092147	0.60560656	0.6141357	0.6182464	0.6019541	0.58955437	0.6312992	0.5514987	0.5580817	0.6221446	0.651563	0.5889847	0.6228046	0.6231015	0.6230652	0.6101534	0.5890481	0.62624943	0.6477525	0.628764	0.6134962	0.5768468	0.6440548	0.60378337	0.61977977	0.5958637	0.6251396	0.5964597	0.5948045	0.5995276	0.5432626	0.59319043	0.59822583	0.625287	0.58657426	0.62380797	0.59694594	0.60432416	0.6244651	0.5886616
embedding_0163	0.19112298	0.14658059	0.14949006	0.1417143	0.20206021	0.21523313	0.16043687	0.09982585	0.1675807	0.12994713	0.1617539	0.20088194	0.2276975	0.16845943	0.23125297	0.22183011	0.15652665	0.17789961	0.15805228	0.16876437	0.17736533	0.21107799	0.13775687	0.18977118	0.21378641	0.17677307	0.23746037	0.08545364	0.22584112	0.15700343	0.21587725	0.18582775	0.19712508	0.11708771	0.120467186	0.20318173	0.16575128	0.21776462	0.19982645	0.19972895	0.1598175	0.17688838	0.19753262	0.21034506	0.15794371	0.22798166	0.2164518	0.1908099	0.2209044	0.18696785	0.192429	0.20051987	0.14215727	0.16567373	0.109349534	0.19983087	0.25857958	0.22515468	0.1512116	0.18297602	0.14987944	0.1424214	0.24887392	0.168166	0.15068452	0.16735414	0.19847372	0.17529978	0.2099642	0.24259451	0.15508497	0.22883092	0.14666992	0.1302781	0.21455581	0.19455287	0.16026673	0.10745823	0.16140391	0.15331042	0.19470932	0.19146045	0.20461106	0.21747722	0.17119062	0.2045195	0.13069269	0.16567948
embedding_0164	-0.35754585	-0.36988288	-0.44069505	-0.46623522	-0.47066247	-0.3775032	-0.3376462	-0.41547355	-0.35065746	-0.34139693	-0.3427136	-0.3268208	-0.30539402	-0.4060357	-0.3753341	-0.42766398	-0.2719399	-0.31555805	-0.3635463	-0.4058747	-0.357804	-0.3691774	-0.47388962	-0.35681504	-0.38101506	-0.39436215	-0.49287152	-0.52426296	-0.35526368	-0.40896234	-0.34185192	-0.40824926	-0.32532856	-0.3881515	-0.4009141	-0.40233037	-0.4264793	-0.3694456	-0.36413658	-0.34595063	-0.3657954	-0.39786988	-0.3407996	-0.4086448	-0.37325346	-0.4225806	-0.3242457	-0.3877365	-0.32929543	-0.45236403	-0.36531702	-0.340041	-0.38241825	-0.4143379	-0.5263212	-0.32790002	-0.40852016	-0.36676398	-0.4677057	-0.33015394	-0.37551478	-0.37156585	-0.3612664	-0.39183718	-0.4295264	-0.40385413	-0.372211	-0.3594324	-0.3621098	-0.3346086	-0.32423127	-0.37270927	-0.36079687	-0.3030361	-0.327251	-0.33310607	-0.32312524	-0.4457516	-0.32658547	-0.4561139	-0.31238824	-0.4079985	-0.33529207	-0.40045795	-0.35444328	-0.34608462	-0.37179098	-0.3683549
embedding_0165	0.2930218	0.21554679	0.40972036	0.31900954	0.34453675	0.26100284	0.3389366	0.27292496	0.32654092	0.30200657	0.25442278	0.42855817	0.2990694	0.30026293	0.29387245	0.2272676	0.29651988	0.32190433	0.30179277	0.24113648	0.31294805	0.28259245	0.40329695	0.30746576	0.25314924	0.32615694	0.33155125	0.2789777	0.21861862	0.31614965	0.30859852	0.22443312	0.26866475	0.31174186	0.27740437	0.32361895	0.27602977	0.20598736	0.24670753	0.19775575	0.29808396	0.3457882	0.25721142	0.28047648	0.3181352	0.30023953	0.30718088	0.30023742	0.30941823	0.334149	0.3288046	0.31369987	0.34060785	0.26186833	0.29207098	0.32655165	0.30433095	0.32478467	0.29870173	0.27423215	0.32428718	0.32187954	0.30506986	0.24079293	0.27535576	0.31139863	0.30277944	0.26637414	0.28966528	0.27445087	0.26010767	0.26077172	0.27534902	0.33549568	0.30086553	0.2936548	0.280285	0.25845954	0.20842119	0.24813025	0.2960606	0.35102633	0.31721562	0.24418405	0.29091874	0.23407266	0.23662171	0.28201598
embedding_0166	-0.090554595	-0.13399903	-0.08387504	-0.071190804	-0.10750052	-0.1378256	-0.10368918	-0.13553318	-0.11238044	-0.12199971	-0.13017254	-0.06607121	-0.13047437	-0.12705953	-0.10969687	-0.1597132	-0.09101674	-0.14985551	-0.049576182	-0.12847814	-0.07362328	-0.07356513	-0.10051371	-0.072133966	-0.123512015	-0.04002661	-0.07436569	-0.042851154	-0.05757187	-0.08309301	-0.09061871	-0.09451845	-0.122154385	-0.11221271	-0.14666364	-0.11363383	-0.09130504	-0.112273775	-0.118586406	-0.18294467	-0.14437078	-0.045859788	-0.12859043	-0.119204365	-0.059128027	-0.07674616	-0.10289116	-0.090279676	-0.064269386	-0.060455687	-0.12286087	-0.09237425	-0.097835146	-0.10833144	-0.14331658	-0.09517467	-0.05670411	-0.09561347	-0.105306745	-0.099902876	-0.03811826	-0.10344687	-0.10680531	-0.05827912	-0.08007524	-0.1664456	-0.10607668	-0.1191806	-0.122671105	-0.07514878	-0.12860982	-0.120175205	-0.17542374	-0.05856047	-0.12967058	-0.1013654	-0.10931637	-0.10458389	-0.1366552	-0.088920385	-0.09167254	-0.05605276	-0.0938944	-0.08000303	-0.119097255	-0.119949415	-0.14733736	-0.10395719
embedding_0167	-0.32770666	-0.21504955	-0.22078136	-0.27743536	-0.28464055	-0.34743652	-0.28477302	-0.26279828	-0.27583703	-0.351292	-0.27413183	-0.2875571	-0.38945848	-0.26446044	-0.30890903	-0.33084008	-0.27690786	-0.22271296	-0.23697257	-0.29318446	-0.1729143	-0.26393273	-0.26512206	-0.26386496	-0.33368573	-0.25574574	-0.32671684	-0.2589703	-0.24503389	-0.27581954	-0.27695638	-0.2884149	-0.32181928	-0.27040848	-0.24451552	-0.23461099	-0.23733792	-0.37505272	-0.33935636	-0.24901815	-0.2507147	-0.28486115	-0.22436868	-0.27713254	-0.28857365	-0.23234892	-0.28724158	-0.2763469	-0.28283432	-0.3151842	-0.24461073	-0.2750341	-0.261041	-0.2730062	-0.21159	-0.33089963	-0.38501376	-0.27746096	-0.23662555	-0.23855662	-0.17053682	-0.20211254	-0.2804537	-0.24019553	-0.30899385	-0.2841431	-0.24871747	-0.25820857	-0.32439467	-0.27081797	-0.30582598	-0.36472932	-0.22509958	-0.20654653	-0.31211922	-0.29312053	-0.24206838	-0.09593889	-0.3103018	-0.27615952	-0.26773345	-0.15018518	-0.2955479	-0.2551085	-0.28697664	-0.33898062	-0.2582489	-0.28883898
embedding_0168	-0.6105027	-0.5153536	-0.5020691	-0.543357	-0.53570044	-0.59286046	-0.48392758	-0.51129115	-0.5315535	-0.6010719	-0.47427478	-0.56515545	-0.54117405	-0.53564924	-0.5208564	-0.47345918	-0.5104871	-0.4833298	-0.4697976	-0.53238064	-0.5166853	-0.56504494	-0.53490764	-0.4471232	-0.48722717	-0.4832839	-0.5615017	-0.45539677	-0.43235528	-0.58603334	-0.50535405	-0.512733	-0.5262321	-0.5012917	-0.5598003	-0.49315476	-0.53861564	-0.50467384	-0.54946136	-0.49717745	-0.47958878	-0.5556255	-0.5461812	-0.54447883	-0.5707537	-0.4199284	-0.50597143	-0.6036391	-0.43294716	-0.56592953	-0.6014355	-0.5215007	-0.5661427	-0.5144024	-0.48793286	-0.5730668	-0.5761573	-0.6008151	-0.45785564	-0.5061199	-0.4801825	-0.5390112	-0.54482055	-0.460327	-0.52498245	-0.5778429	-0.50946593	-0.5622018	-0.5437312	-0.49733746	-0.49773875	-0.5461204	-0.5191958	-0.49549598	-0.60596484	-0.5421106	-0.5853391	-0.5936846	-0.50013334	-0.492616	-0.4932773	-0.5349714	-0.5756115	-0.57518154	-0.5443392	-0.5497912	-0.5457321	-0.49941355
embedding_0169	-0.4161331	-0.46290722	-0.39402318	-0.5141168	-0.49390486	-0.41085777	-0.4699119	-0.4125838	-0.5214219	-0.4998711	-0.55987185	-0.44268376	-0.43211645	-0.53590506	-0.4719936	-0.5401006	-0.37603685	-0.41826704	-0.4444112	-0.50297606	-0.30677372	-0.4383901	-0.44957507	-0.49319908	-0.5623322	-0.42213896	-0.3766611	-0.5853104	-0.5146964	-0.4931602	-0.43991718	-0.4919242	-0.49388018	-0.5308544	-0.5049254	-0.41836756	-0.44251972	-0.53883386	-0.5172255	-0.55941755	-0.46122387	-0.44164723	-0.30253607	-0.36055517	-0.460359	-0.31574944	-0.48160878	-0.40904096	-0.53383726	-0.44502813	-0.37069488	-0.45420218	-0.36503595	-0.5413406	-0.4091718	-0.59268904	-0.44587266	-0.34600368	-0.5711816	-0.43181476	-0.38087618	-0.3897926	-0.3721433	-0.4630045	-0.60102177	-0.42723405	-0.47272027	-0.46048057	-0.4930746	-0.5386061	-0.5340313	-0.49269983	-0.49492845	-0.50107116	-0.35008693	-0.47716027	-0.42617047	-0.39135686	-0.54675686	-0.5428166	-0.46424326	-0.407001	-0.42030293	-0.52147144	-0.45563078	-0.5271114	-0.48184612	-0.5410464
embedding_0170	1.3384621	1.3168936	1.4112445	1.3197758	1.3013735	1.1514271	1.3197366	1.3359712	1.3778163	1.3353184	1.3504848	1.419124	1.3432511	1.3520275	1.3045622	1.2863495	1.2922331	1.366916	1.363259	1.2844679	1.3759017	1.3266088	1.3512768	1.3166231	1.3326645	1.3697081	1.3706112	1.3395555	1.3349072	1.3468995	1.3401209	1.2748586	1.2697451	1.383352	1.2988063	1.3929298	1.36122	1.2443694	1.3270797	1.206707	1.3415647	1.3351884	1.3360813	1.3466914	1.3693379	1.4155267	1.368315	1.318246	1.3452498	1.3343318	1.4191226	1.3615954	1.3720949	1.338534	1.2551887	1.4636381	1.3057784	1.3429996	1.3286309	1.3175606	1.4088969	1.2909061	1.3323685	1.3347288	1.387556	1.309219	1.3331279	1.3421509	1.3448654	1.3757844	1.318746	1.2878697	1.3106023	1.426891	1.3425084	1.3858914	1.2917585	1.3737355	1.2829626	1.3394846	1.3296217	1.3952713	1.3905263	1.3424582	1.3404335	1.3727438	1.2779044	1.3479651
embedding_0171	0.27117217	0.32288224	0.31579366	0.28672275	0.27793634	0.19349572	0.27403548	0.2708194	0.29483813	0.23929219	0.2852938	0.33180907	0.27883738	0.2903709	0.28428692	0.23909259	0.26390752	0.30634972	0.2869866	0.26071128	0.3439613	0.24090184	0.3149682	0.3192702	0.23005034	0.29447776	0.34825385	0.3262183	0.3005974	0.25857547	0.30098835	0.23765194	0.17117816	0.32073516	0.24514192	0.34686932	0.33507437	0.19725572	0.26938137	0.17741285	0.2773336	0.30615652	0.2646122	0.2982264	0.25669578	0.4165881	0.3020169	0.25112164	0.29679245	0.3192576	0.28425708	0.27491406	0.26438975	0.26125497	0.283016	0.28784418	0.21587323	0.31195945	0.28300187	0.27244312	0.3342896	0.3205415	0.3289042	0.25413683	0.29247326	0.25711036	0.26374117	0.31046775	0.28773135	0.27067426	0.2124777	0.24234518	0.2685869	0.25677955	0.24431433	0.29608712	0.29176557	0.342967	0.2581065	0.28695473	0.27229902	0.3721578	0.27394015	0.24365592	0.28348035	0.26067647	0.24284013	0.30448738
embedding_0172	-0.12760164	-0.19978505	-0.1937105	-0.2243674	-0.23693745	-0.17252417	-0.19612487	-0.19877844	-0.16382846	-0.22391142	-0.16815925	-0.16893432	-0.17367475	-0.17597827	-0.2179488	-0.20873734	-0.1425714	-0.17460571	-0.20011945	-0.2400687	-0.20670643	-0.17525467	-0.16648819	-0.15193455	-0.24243039	-0.14233743	-0.22229435	-0.21920644	-0.23299824	-0.21439993	-0.21137129	-0.16715693	-0.15278846	-0.1859042	-0.21419905	-0.24994738	-0.20541589	-0.17651932	-0.18970549	-0.21297123	-0.24747814	-0.16867036	-0.19781281	-0.20382184	-0.15058638	-0.2562057	-0.20974348	-0.2265321	-0.22086127	-0.23411867	-0.13843516	-0.20216307	-0.12997663	-0.17775501	-0.23446025	-0.18566717	-0.25330332	-0.20173317	-0.09966292	-0.20453864	-0.20212406	-0.15906729	-0.25706863	-0.21774173	-0.26119787	-0.26597247	-0.19916473	-0.21236263	-0.24643962	-0.20665891	-0.20979978	-0.21222407	-0.16485891	-0.15485328	-0.19515726	-0.2502802	-0.1949147	-0.14464189	-0.15085687	-0.23229812	-0.22086196	-0.17899053	-0.24287102	-0.24175611	-0.21832864	-0.26273915	-0.2221538	-0.22034183
embedding_0173	0.034383036	0.082036816	0.013730549	0.048285898	-0.07096781	0.06148422	0.02754153	0.018349523	0.07471332	0.13491477	-0.051321153	0.11752682	0.03904717	0.083645366	0.04644115	-0.08138743	0.11391483	0.016289994	0.09987997	-0.020010432	0.12254326	0.013733026	0.025888463	0.036972456	-0.10768205	0.025320347	-0.05793477	-0.060535625	-0.029864024	0.065308094	0.035269365	0.06357583	0.033847727	-0.019322958	0.024043474	-0.04346607	-0.008701088	0.061458413	0.11133666	-0.012533122	-0.021087524	0.17295028	-0.005779371	0.07385312	0.19421774	-0.037222452	0.02072315	0.10026303	0.025954206	-0.016986603	0.15363806	0.094464496	0.1550627	0.042132244	-0.058409967	0.14709993	0.05351874	0.09265699	0.0068828505	0.058220923	0.06611365	0.09314156	0.07564361	-0.0488847	0.0076043135	-0.041531734	0.033625923	0.031656515	-0.007092374	0.112880215	0.022882603	-0.019184854	-0.00040602766	0.18832734	0.095379815	0.03101112	0.13031013	0.18248966	-0.024860512	-0.050317027	0.081205666	0.039344303	0.08934809	0.08633681	0.05895843	-0.030168647	0.06335395	0.0014827184
embedding_0174	0.7445279	0.71614194	0.6919309	0.6881162	0.668471	0.7556145	0.7967051	0.705805	0.8410525	0.63459617	0.77471983	0.7949081	0.7838255	0.75143325	0.74112356	0.66259694	0.8100245	0.77495915	0.7281968	0.6949291	0.7744831	0.7220385	0.7475945	0.78355956	0.633167	0.77435875	0.74170315	0.66099066	0.73170215	0.7087884	0.7699347	0.6992061	0.7555669	0.68374157	0.7266373	0.72298276	0.7222507	0.78944033	0.7377389	0.7051303	0.675106	0.77509326	0.70148045	0.7278389	0.804434	0.71932423	0.7724146	0.75288844	0.81543916	0.7112523	0.7744432	0.78664577	0.7610069	0.67695385	0.60386735	0.8311309	0.6862319	0.8156781	0.67028433	0.733884	0.7820442	0.7872526	0.6951821	0.65635735	0.7053141	0.7277156	0.7425311	0.7611628	0.7260184	0.76863956	0.73068595	0.771877	0.7534823	0.7982045	0.7399443	0.7496871	0.78500146	0.73412293	0.73396486	0.7114413	0.82642186	0.7670748	0.7902377	0.7189306	0.7631055	0.7279711	0.7422151	0.74621797
embedding_0175	0.84842134	0.8318534	0.90705323	0.84551567	0.8641235	0.8507798	0.8764879	0.8936828	0.87679815	0.93515056	0.91491336	0.82098883	0.8790437	0.8886554	0.91906667	0.8264275	0.90010756	0.9204551	0.8935462	0.9251397	0.9509541	0.951268	0.8994688	0.9434977	0.88888174	0.85203296	0.83423245	0.82756203	0.8351532	0.8622181	0.87135464	0.8373177	0.91884565	0.87513405	0.8468381	0.84158003	0.84944147	0.8980461	0.9187279	0.78875756	0.87717164	0.8483686	0.9410145	0.97255695	0.8629905	0.8849758	0.91129875	0.8857272	0.88578784	0.83585715	0.9267437	0.8831453	0.88914675	0.8637962	0.8460729	0.8063873	0.9016156	0.89124686	0.87307996	0.8363402	0.90305316	0.83607084	0.9313295	0.90471846	0.8729264	0.8515969	0.8593947	0.95499045	0.93778855	0.9010074	0.88994163	0.9185903	0.8599138	0.92575854	0.9087008	0.93098015	0.9200466	0.9049276	0.8718207	0.8379644	0.89066756	0.919937	0.9184664	0.9110078	0.88972104	0.88297206	0.9120151	0.88533187
embedding_0176	0.07665354	0.037714988	0.00738449	0.045309022	-0.010097406	0.03735751	0.0417322	0.022397488	0.038366005	0.059159394	0.0319606	0.1043846	0.12267193	0.0075371866	0.026347024	0.026301505	0.068864875	0.0018866009	-0.02687984	-0.013295267	-0.0022182458	-0.031916626	-0.04138523	0.056435294	0.04860144	0.044616327	-0.0025360924	0.037350453	0.0012223652	0.037697166	0.048577186	0.070974775	0.089168474	0.02851618	-0.00051904604	-0.005451713	-0.014244102	0.09145407	0.07209926	0.08081901	-0.05406194	0.051449332	-0.015571039	0.06061563	0.104683354	-0.0280704	0.033992372	0.008509979	0.118284054	-0.013684524	0.014509694	0.057750676	0.010129727	0.061699748	-0.051414907	0.2161713	-0.04466232	0.013953421	-0.07825173	0.0211732	0.03810134	0.037699685	0.0076507884	-0.0534954	0.04117443	0.018772714	-0.0076421485	0.011433269	0.0076587754	0.053025436	0.027415965	0.048256602	0.0041801743	0.03173816	0.055808954	0.04596211	0.11142039	0.0021118012	0.05416971	0.01676932	0.07922643	-0.034960907	0.09565413	0.013981931	0.053112935	0.12397635	0.012284193	0.050405264
embedding_0177	0.11094688	0.23289181	0.15170842	0.21013683	0.22366405	0.24673472	0.14263251	0.31581306	0.18582486	0.26187602	0.21707276	0.12126095	0.15221113	0.22981876	0.2617817	0.26296443	0.14226595	0.22672372	0.24894436	0.2449483	0.17964426	0.26584622	0.20308107	0.123359784	0.23736246	0.191086	0.2339254	0.19778351	0.19260134	0.213749	0.17309017	0.22392711	0.15040228	0.18415365	0.24100769	0.1983261	0.23403858	0.21734999	0.21739371	0.20345716	0.2563352	0.19420125	0.26878887	0.24789587	0.18163353	0.15507884	0.18338458	0.3003973	0.11597007	0.2338566	0.22414154	0.15781532	0.17740254	0.23989479	0.26674896	0.13396172	0.24408801	0.17304714	0.32726255	0.25552222	0.12441106	0.21780053	0.27869412	0.25414693	0.18198538	0.2289696	0.22041379	0.17307888	0.24395637	0.19334419	0.19460188	0.168907	0.2394755	0.19964038	0.21292135	0.20478259	0.16247629	0.23969907	0.20443866	0.26098365	0.15458156	0.22892039	0.18594064	0.1984424	0.1741938	0.23832086	0.23756759	0.19372009
embedding_0178	0.066417865	0.12365929	0.22915427	0.10346693	0.14067395	0.11247115	0.1276688	0.09710114	0.061662134	0.030197091	0.15351072	0.03918823	0.08869693	0.05737412	0.18054429	0.12704052	0.09642298	0.11652895	0.11706965	0.15091869	0.1517581	0.129458	0.013524084	0.08261818	0.16726503	0.10926041	0.12251792	0.15965383	0.2842632	0.12313498	0.17364223	0.12908167	0.11731693	0.13433065	0.11328744	0.22623932	0.14978021	0.16986793	0.091708146	0.14410527	0.14743133	0.06724193	0.18530814	0.11620372	0.041260958	0.23505642	0.14401436	0.13677357	0.117124535	0.1427245	-0.037499666	0.10671234	0.029991789	0.08136867	0.20426783	-0.0295423	0.21139906	0.10504158	0.044070233	0.097787164	0.11919785	0.07877289	0.055204224	0.23446573	0.16938008	0.1258266	0.1455786	0.11407753	0.13019647	0.10636524	0.15240066	0.110929616	0.07721303	0.0696568	0.055143025	0.15300079	0.05913846	0.041628923	0.1430206	0.26073554	0.103646375	0.13053553	0.11971275	0.16103928	0.11314474	0.17411216	0.15206274	0.114610724
embedding_0179	0.046968073	0.040653966	0.0023508202	0.05072718	-0.044679	-0.015626904	-0.00263887	-0.041379	0.02028094	-0.0004617516	0.008778749	0.059686728	0.0034919698	0.01143731	0.0046702838	-0.005237105	0.019933281	0.023112733	-0.014696844	-0.049176093	-0.024516355	0.017450804	0.039131794	0.03984202	0.01266093	0.0844843	-0.061619688	0.109507665	-0.07747181	0.02859752	0.024250032	-0.011523691	0.0030118558	0.027632212	-0.038366932	0.0027136444	0.03916704	0.024407674	-0.0232934	-0.071150675	-0.016550627	0.0810468	-0.009088453	0.031101635	0.02457017	0.08638394	-0.008888515	-0.0352427	0.04686055	0.009010999	-0.044562936	0.009404236	0.033873703	0.045665592	-0.016862739	0.09793195	-0.008910956	-0.037182756	0.0019144516	0.004503166	0.05064387	0.090871036	0.012310235	0.00747408	-0.0014375371	-0.0014599053	-0.023344124	0.0056569595	-0.017845407	-0.075218156	-0.029290032	-0.021573383	-0.03634217	0.07637737	-0.009563381	-0.0034376408	-0.040603444	-0.006981778	-0.049339637	-0.0041206414	-0.044157907	-0.028262848	-0.002349444	-0.008996703	-0.030606532	-0.026281755	-0.017294088	0.026814934
