embedding_id	sub-MIC002	sub-MIC003	sub-MIC005	sub-MIC008	sub-MIC009	sub-MIC010	sub-MIC012	sub-MIC013	sub-MIC014	sub-MIC015	sub-MIC016	sub-MIC017	sub-MIC018	sub-MIC019	sub-MIC020	sub-MIC021	sub-MIC022	sub-MIC023	sub-MIC024	sub-MIC025	sub-MIC026	sub-MIC027	sub-MIC028	sub-MIC029	sub-MIC031	sub-MIC032	sub-MIC033	sub-MIC034	sub-MIC035	sub-MIC036	sub-MIC037	sub-MIC038	sub-MIC039	sub-MIC040	sub-MIC041	sub-MIC042	sub-MIC043	sub-MIC044	sub-MIC045	sub-MIC046	sub-MIC047	sub-MIC048	sub-MIC049	sub-MIC051	sub-MIC052	sub-MIC053	sub-MIC056	sub-MIC057	sub-MIC059	sub-MIC060	sub-MIC061	sub-MIC063	sub-MIC064	sub-MIC065	sub-MIC068	sub-MIC069	sub-MIC070	sub-MIC071	sub-MIC072	sub-MIC073	sub-MIC076	sub-MIC077	sub-MIC078	sub-MIC079	sub-MIC080	sub-MIC081	sub-MIC082	sub-MIC083	sub-MIC084	sub-MIC085	sub-MIC087	sub-MIC088	sub-MIC090	sub-MIC091	sub-MIC092	sub-MIC093	sub-MIC094	sub-MIC095	sub-MIC096	sub-MIC097	sub-MIC098	sub-MIC099	sub-MIC100	sub-MIC101	sub-MIC102	sub-MIC103	sub-MIC104	sub-MIC105
embedding_0299	-1.1318874	-1.0470976	-1.1097519	-1.1113245	-1.1419483	-1.1369681	-1.1214126	-1.119655	-1.0853008	-1.0417503	-1.0866387	-1.0962614	-1.095367	-1.074502	-1.0988966	-1.0872858	-1.1736054	-1.0601293	-1.1058129	-1.1030008	-1.117798	-1.1040124	-1.145401	-1.1593772	-1.0588914	-1.1018727	-1.1330974	-1.0891947	-1.1380912	-1.0897474	-1.1155087	-1.1659132	-1.1618227	-1.0986172	-1.0301261	-1.0815694	-1.0945723	-1.1769705	-1.089619	-1.0497893	-1.108704	-1.1263245	-1.1142299	-1.0832174	-1.1446134	-1.1402874	-1.1321033	-1.1198045	-1.1023685	-1.0842004	-1.0958886	-1.1236563	-1.1404492	-1.0895015	-1.1459157	-1.0414244	-1.181607	-1.1474991	-1.0690901	-1.1097792	-1.1083709	-1.1013634	-1.1249005	-1.1155958	-1.0747772	-1.1579617	-1.1156137	-1.1381686	-1.1292064	-1.1242489	-1.0880619	-1.1592449	-1.0945599	-1.080381	-1.1397518	-1.1242412	-1.1525233	-1.1067665	-1.1413509	-1.0585846	-1.1274143	-1.1115909	-1.1262082	-1.1369922	-1.1140376	-1.0654942	-1.1184905	-1.1221448
embedding_0300	0.25779474	0.2990685	0.31139964	0.24844547	0.29564235	0.2480833	0.2251559	0.1367853	0.20468068	0.23290518	0.23746833	0.27074185	0.30458158	0.20070061	0.2543611	0.20885003	0.27087006	0.21211836	0.223208	0.22759806	0.22858997	0.28949937	0.22974384	0.2592568	0.2317837	0.23055187	0.20238626	0.22122651	0.26085246	0.25713348	0.25871998	0.23669071	0.2642957	0.24047893	0.1930785	0.23183383	0.23228551	0.18214522	0.24058715	0.18424954	0.2083271	0.22965544	0.26595336	0.21025153	0.17574231	0.28602055	0.24813648	0.23283054	0.25204638	0.23251103	0.24307469	0.22904153	0.17972293	0.2084697	0.17890781	0.16025555	0.35953254	0.27330133	0.18495342	0.24381378	0.23311931	0.3053498	0.2746535	0.23875876	0.25310692	0.29258445	0.21156946	0.26457846	0.26585147	0.20380624	0.22658363	0.2127226	0.17551196	0.22314155	0.25967306	0.31284827	0.27306232	0.22608383	0.19043127	0.21352771	0.2085807	0.2692155	0.2617434	0.21766603	0.255238	0.24444331	0.21404213	0.21534124
embedding_0301	-0.36264387	-0.27543002	-0.34912142	-0.27228355	-0.27677238	-0.29923734	-0.3508722	-0.23100278	-0.36343333	-0.24880815	-0.22892453	-0.36036986	-0.3011974	-0.23506743	-0.2752317	-0.25960824	-0.33652103	-0.25993183	-0.2595113	-0.24642898	-0.3075626	-0.35757676	-0.37866125	-0.3235605	-0.22021472	-0.320302	-0.28626233	-0.32360992	-0.2581998	-0.32664678	-0.34955812	-0.30403292	-0.29150423	-0.2922038	-0.31567007	-0.34461713	-0.31566364	-0.21788761	-0.26385683	-0.30533683	-0.2872622	-0.33981663	-0.2594962	-0.25705373	-0.32601163	-0.3216495	-0.29400194	-0.26023656	-0.33821052	-0.28819627	-0.33099025	-0.3075596	-0.33741403	-0.31354806	-0.26905268	-0.35790405	-0.29126123	-0.3562945	-0.25447088	-0.31318584	-0.33318695	-0.37224883	-0.31502816	-0.25038266	-0.28919104	-0.24448204	-0.31966513	-0.31614393	-0.23223665	-0.26155254	-0.23798193	-0.28481734	-0.27984527	-0.34473276	-0.27983612	-0.25599107	-0.30887684	-0.34832874	-0.26114574	-0.29523864	-0.31691194	-0.37736586	-0.2972077	-0.28176486	-0.29428115	-0.22629339	-0.25329772	-0.25573105
embedding_0302	0.156252	0.087539546	-0.045516577	0.08202054	0.07242594	0.2628485	0.038194627	0.039438352	0.049931712	0.07797799	0.022563806	0.041154854	0.09805468	0.078412324	0.03151957	0.12325341	0.11255878	-0.039133202	0.10928853	0.10960064	0.017338498	0.09195893	0.059473176	0.040581554	0.042475127	0.022802679	0.033938847	-2.8730763e-05	0.0075914953	0.04166606	0.03549621	0.19619066	0.177548	0.07761599	0.11947119	-0.06176319	0.010068291	0.1259524	0.14259689	0.24284141	0.048756078	0.14915214	0.028946923	0.039769053	0.2200674	-0.15209754	0.04366509	0.11420831	-0.054786477	0.103605874	0.14170387	0.052084185	0.12778994	0.18687484	0.12771	0.043138452	0.07611492	0.056840956	0.16475846	0.11745198	-0.0042062295	0.08231764	0.012099607	-0.0027785976	0.043808162	0.07869746	0.068738274	0.06204302	0.05453827	0.18954219	0.070308745	0.102554135	0.21737401	0.034975454	0.14433585	0.015814023	0.15198952	0.119982384	0.25100377	0.028992744	0.09702064	-0.02559814	0.03827628	0.14982767	0.11974572	0.023377867	0.16952042	0.09618395
embedding_0303	0.13282451	0.21271005	0.25299588	0.22867209	0.16000187	0.2256168	0.2529015	0.28253093	0.2899361	0.27442816	0.19780461	0.22405444	0.21078314	0.2687357	0.22968113	0.22310181	0.21914789	0.27851295	0.24460772	0.21701348	0.26373702	0.15008508	0.20914458	0.24335656	0.15468656	0.26622647	0.2641224	0.17476037	0.2461121	0.20240766	0.22603619	0.1676832	0.20189805	0.23254235	0.23780613	0.26725957	0.24306206	0.20147566	0.19098328	0.20414338	0.22107774	0.22882405	0.258662	0.2512481	0.21352673	0.23050652	0.20382714	0.2715545	0.24505003	0.22407754	0.21919078	0.24740739	0.25566247	0.1981834	0.20980634	0.21007732	0.18318494	0.21598968	0.15699668	0.20372997	0.23249635	0.22172418	0.21101663	0.18266693	0.2261744	0.2380654	0.2641808	0.18469091	0.18123528	0.211363	0.25350878	0.2217763	0.20645314	0.24017239	0.26076058	0.23571716	0.26572827	0.2993513	0.13279259	0.23583408	0.29928073	0.22291926	0.22831596	0.19709069	0.22030982	0.1918986	0.22547281	0.24259388
embedding_0304	-0.009111404	-0.057474792	0.06390413	-0.034998078	0.001775838	-0.016575031	0.03237952	-0.048898283	0.039830007	-0.08005392	-0.026023747	-0.015874099	-0.002384109	-0.00015371766	-0.057615545	-0.060058694	0.07172591	0.032206357	0.047253232	0.001245015	0.066186264	0.022879459	0.02112384	0.03325653	-0.08489906	0.007508488	0.06926588	-0.096830204	-0.010395855	-0.022847086	-0.024639253	0.009564108	-0.019696908	-0.022257436	-0.0129020065	0.015845047	-0.0047093094	-0.057699222	-0.02038424	-0.07390235	-0.017820578	0.035873283	0.04252644	0.034650862	0.024034996	0.090721406	0.03985904	0.019723775	-0.033669457	-0.0052017584	0.055099174	0.01630962	0.035599608	-0.02241797	-0.013908772	-0.13823926	-0.013112923	0.0491812	-0.058772143	-0.003238639	0.05242959	-0.0077323685	0.041710827	-0.0006066454	-0.073149696	0.023409579	0.04684657	-0.0030042757	0.008969942	0.06275231	-0.02228735	-0.004420175	-0.020148728	0.025479143	0.049558908	0.0084277475	0.027467636	0.033949375	-0.051203623	-0.05886733	0.0178881	0.06569026	0.028871143	0.021164097	-0.012625881	-0.14299247	-0.02165001	-0.046466872
embedding_0305	-0.22192672	-0.21449667	-0.16725975	-0.20728725	-0.17510468	-0.3814655	-0.14767405	-0.23946677	-0.17348391	-0.23901063	-0.12441775	-0.15463485	-0.15260649	-0.21236736	-0.14541873	-0.19638658	-0.20673728	-0.14420536	-0.21691608	-0.23169018	-0.20914616	-0.26659802	-0.21002506	-0.12354716	-0.22603387	-0.16374338	-0.16818787	-0.14123741	-0.10446103	-0.19674528	-0.12609592	-0.29488724	-0.24859443	-0.18412006	-0.24128577	-0.083675355	-0.18488179	-0.28635603	-0.25008234	-0.34176898	-0.22349831	-0.26013863	-0.22681062	-0.17191434	-0.24674754	-0.03605656	-0.18036926	-0.26913926	-0.11012578	-0.18011086	-0.26019368	-0.19334042	-0.20684879	-0.1978309	-0.31441945	-0.14326206	-0.2011612	-0.22905655	-0.27581427	-0.24177893	-0.12588547	-0.19282596	-0.19462846	-0.19528806	-0.18906358	-0.26851046	-0.21867374	-0.19401816	-0.19376661	-0.24820738	-0.22735316	-0.24397784	-0.30333194	-0.18410131	-0.23392874	-0.19631544	-0.24515884	-0.28889096	-0.3010554	-0.16128968	-0.19355677	-0.20570631	-0.22567563	-0.19853905	-0.21129154	-0.22146337	-0.27692464	-0.1638953
embedding_0306	0.16014694	0.0909841	0.15885042	0.08257389	0.03115155	0.087946	0.09642331	0.040751487	0.09882003	0.09945492	-0.002274785	0.16331315	0.12780628	0.061103232	0.078497365	0.037712004	0.15015495	0.06197912	0.10210764	0.05529357	0.15854657	0.12884608	0.030030636	0.038231928	0.0924192	0.11492806	0.029211089	0.03395298	0.058209848	0.11292832	0.09495628	0.05957441	0.11457901	0.034759026	0.11324211	0.13540328	0.07834862	0.07225894	0.059565943	0.14795645	0.10914372	0.15216868	0.077847436	0.083680905	0.1208524	0.09184521	0.10387381	0.07440965	0.14534749	0.06740188	0.11526859	0.13503481	0.11154868	0.06519909	0.013768671	0.15150318	0.047614895	0.12593752	-0.031907883	0.1219347	0.119031444	0.10171085	0.114046924	0.069071576	0.07121179	0.07879663	0.08285988	0.08391882	0.038033687	0.13882743	0.06798177	0.048395243	0.03333216	0.12584752	0.15831317	0.044429384	0.11501305	0.12484421	0.09967824	0.051663417	0.11687652	0.1191689	0.111058086	0.054592535	0.085254125	0.056724116	0.035737056	0.039970763
embedding_0307	-0.16484353	-0.14570577	-0.13445574	-0.15605837	-0.15277418	-0.038964804	-0.12480761	-0.019462643	-0.09875315	-0.1475267	-0.1415862	-0.19679174	-0.09023127	-0.079128124	-0.14587569	-0.113681145	-0.10405143	-0.06349128	-0.083946146	-0.10022506	-0.078129165	-0.07969585	-0.069669895	-0.1477493	-0.12304487	-0.08953933	-0.07198875	-0.17406505	-0.20613968	-0.168048	-0.14358997	-0.12608187	-0.10397322	-0.1417492	-0.11048789	-0.13750799	-0.12078678	-0.1479088	-0.10778729	-0.12766635	-0.14241917	-0.12718324	-0.054088168	-0.042318244	-0.10721142	-0.107055515	-0.12785858	-0.108376004	-0.15449944	-0.12506622	-0.07734048	-0.11344321	-0.06823359	-0.09668026	-0.08797285	-0.14434278	-0.17541236	-0.16286895	-0.055514302	-0.13491444	-0.11844614	-0.10990142	-0.112367615	-0.102594756	-0.22036071	-0.13727573	-0.1183059	-0.1370136	-0.10621828	-0.105758324	-0.15841055	-0.15574697	-0.09473388	-0.10667434	-0.07736931	-0.13998331	-0.12480899	-0.06470504	-0.13949797	-0.1372398	-0.1332207	-0.113066494	-0.16795574	-0.11016402	-0.12545092	-0.20902874	-0.115435064	-0.14431195
embedding_0308	-0.30538428	-0.24979718	-0.3680928	-0.31650883	-0.33011144	-0.3611863	-0.37061805	-0.29750735	-0.3949295	-0.22786495	-0.3123337	-0.26300183	-0.3316408	-0.33060697	-0.2721403	-0.27559412	-0.33037332	-0.2872074	-0.25292897	-0.2921845	-0.30530638	-0.36516753	-0.38234296	-0.3115227	-0.2681075	-0.2573809	-0.38126862	-0.30120355	-0.26982096	-0.3328148	-0.33678097	-0.32547545	-0.34125805	-0.31137344	-0.32684046	-0.30976313	-0.32920414	-0.3285449	-0.36008656	-0.23748702	-0.25145027	-0.30033827	-0.29169366	-0.29091397	-0.33398354	-0.31062266	-0.35366833	-0.29172847	-0.28637564	-0.24035133	-0.39013994	-0.32808894	-0.32115978	-0.31361198	-0.32963344	-0.3242759	-0.27554682	-0.3186179	-0.28029785	-0.2707514	-0.2938994	-0.2843952	-0.24297684	-0.2970871	-0.36230823	-0.37299395	-0.26093763	-0.34165952	-0.3583184	-0.31809574	-0.2800789	-0.26580563	-0.34354112	-0.32275563	-0.3552139	-0.3844201	-0.40786284	-0.37831506	-0.3507008	-0.29902735	-0.3474348	-0.36681935	-0.36676323	-0.39436474	-0.35231066	-0.35082796	-0.35212964	-0.30847526
embedding_0309	-0.21738027	-0.247621	-0.25068653	-0.20426913	-0.2574109	-0.30052277	-0.19293457	-0.13143551	-0.24590448	-0.24845	-0.1585787	-0.18951803	-0.2178856	-0.2389909	-0.28865457	-0.2348935	-0.19776854	-0.20510004	-0.27456954	-0.2560342	-0.3062318	-0.27701637	-0.24631684	-0.28044415	-0.19513291	-0.22062638	-0.22185068	-0.20500909	-0.25384146	-0.24367802	-0.29208454	-0.2502095	-0.18869247	-0.2926953	-0.2330017	-0.2548349	-0.2669395	-0.19205405	-0.2807465	-0.25520274	-0.26334786	-0.29060522	-0.29852238	-0.3520157	-0.25068027	-0.35087463	-0.24813612	-0.2171321	-0.19052595	-0.26456693	-0.21871878	-0.23961365	-0.24015936	-0.29914832	-0.28402126	-0.15836132	-0.2943983	-0.25211498	-0.2601838	-0.24916597	-0.26195642	-0.2739667	-0.33909824	-0.21756487	-0.22734602	-0.20712112	-0.23930204	-0.32056713	-0.24780288	-0.2608327	-0.25040737	-0.20717232	-0.23732924	-0.21583809	-0.2608695	-0.27219462	-0.25330514	-0.31738293	-0.18759425	-0.24938567	-0.20592996	-0.21016693	-0.21867527	-0.30757564	-0.2706202	-0.23287894	-0.27077425	-0.20545167
embedding_0310	0.13287967	0.14454073	0.16971633	0.19942589	0.23703934	0.21578762	0.19335492	0.14320214	0.15105459	0.17638645	0.2073802	0.19249803	0.14601041	0.25382364	0.1829613	0.16129604	0.14746544	0.16636546	0.1840466	0.19532299	0.16976257	0.10165769	0.11949747	0.15892802	0.221408	0.17612877	0.19231115	0.2798847	0.2030626	0.20936723	0.18188961	0.19369154	0.13743478	0.17814127	0.17835952	0.22535072	0.2270642	0.23456046	0.18914786	0.21075377	0.22200187	0.29309592	0.17162135	0.21708103	0.18406218	0.19485545	0.20104793	0.21125732	0.18074824	0.20280257	0.09377306	0.16082372	0.14675672	0.1667562	0.23226516	0.15485714	0.17076883	0.15186758	0.16661403	0.16259395	0.16637935	0.20208308	0.118828334	0.1469925	0.23533987	0.22908144	0.21183798	0.18587749	0.19735436	0.1629287	0.22470301	0.2390599	0.17204563	0.07558002	0.16842523	0.19108036	0.1861859	0.20661725	0.22243088	0.23600478	0.17291836	0.16572788	0.20052186	0.21400608	0.18793362	0.18568936	0.25135347	0.19895123
embedding_0311	0.6250504	0.66114134	0.60789627	0.670636	0.71002555	0.58491397	0.6215551	0.6715092	0.61845917	0.6452732	0.70172936	0.6193142	0.64696705	0.66729385	0.6544662	0.6797832	0.6950624	0.6786697	0.6506943	0.7069593	0.6785303	0.6341671	0.62282795	0.687245	0.7094514	0.59672594	0.6574156	0.6105259	0.6788137	0.6643783	0.7009369	0.6817165	0.66926	0.61691064	0.6624415	0.5872339	0.66282713	0.7720259	0.7160444	0.62594813	0.6599464	0.58183914	0.6902912	0.6775839	0.6250713	0.6555228	0.6962649	0.63542855	0.6909452	0.62963635	0.6779619	0.6736952	0.5921397	0.6431373	0.64159596	0.6869226	0.6753207	0.642668	0.6699237	0.6503309	0.6380549	0.6047561	0.6848205	0.64837366	0.6652756	0.6616021	0.63832396	0.722931	0.7094683	0.74187416	0.68278444	0.66784734	0.673334	0.6641141	0.64748925	0.7387529	0.6883802	0.64536613	0.70633996	0.6773504	0.69216293	0.6824819	0.6596746	0.7280455	0.68468744	0.6916445	0.66876584	0.64786047
embedding_0312	-0.4675937	-0.49870515	-0.5484775	-0.5383789	-0.56582314	-0.44185475	-0.47554848	-0.55345154	-0.43565953	-0.53679067	-0.50887924	-0.504162	-0.4566692	-0.57190776	-0.4928256	-0.48245797	-0.46989524	-0.5382979	-0.521012	-0.52622867	-0.53458315	-0.4696025	-0.53176296	-0.5391104	-0.53605825	-0.51125556	-0.462428	-0.5347245	-0.48745707	-0.54465437	-0.44259268	-0.52985626	-0.4699395	-0.4993827	-0.49292076	-0.4721633	-0.52838886	-0.5367152	-0.49746144	-0.43977672	-0.5333296	-0.54220927	-0.5343707	-0.5557662	-0.49235418	-0.5388307	-0.52659094	-0.5538612	-0.45249695	-0.5050423	-0.53530014	-0.4802159	-0.5478436	-0.5226655	-0.6079901	-0.40871593	-0.54029274	-0.49380964	-0.6071206	-0.49438024	-0.5029976	-0.5370524	-0.53186685	-0.52787775	-0.49677798	-0.5224203	-0.5460321	-0.50587404	-0.5399012	-0.47920933	-0.56814003	-0.45515826	-0.53200704	-0.49876252	-0.50206745	-0.5479074	-0.49773324	-0.57841396	-0.49302897	-0.49066988	-0.46761256	-0.5667954	-0.50643325	-0.5669271	-0.50209606	-0.4580701	-0.48675767	-0.47987846
embedding_0313	-0.8375321	-0.64399266	-0.64867806	-0.6836059	-0.78982013	-0.76999366	-0.69507986	-0.69969094	-0.6391451	-0.60080266	-0.6814957	-0.6200783	-0.7347286	-0.66775364	-0.66500086	-0.7027118	-0.7476582	-0.6585281	-0.6567331	-0.71880364	-0.6615888	-0.6997505	-0.7257736	-0.73423153	-0.6917205	-0.7025195	-0.7628794	-0.67794126	-0.6452755	-0.64826155	-0.66619635	-0.795407	-0.7805057	-0.71061444	-0.70459384	-0.61826354	-0.6890317	-0.7379797	-0.7282179	-0.74344957	-0.68670547	-0.64467436	-0.69648117	-0.69631326	-0.716261	-0.6765139	-0.73121685	-0.706454	-0.69497937	-0.699778	-0.6756669	-0.71381205	-0.70081663	-0.75871783	-0.7821385	-0.63831943	-0.7382227	-0.7646538	-0.71517485	-0.7041927	-0.6283416	-0.67358106	-0.6712151	-0.68537784	-0.63133323	-0.7765321	-0.71281296	-0.71381724	-0.69647914	-0.7068456	-0.63204277	-0.7203021	-0.7589543	-0.5753595	-0.74302506	-0.73009205	-0.78762686	-0.7237523	-0.824767	-0.6786847	-0.6990223	-0.6163081	-0.7073177	-0.7369179	-0.71811473	-0.71275747	-0.7508756	-0.71256745
embedding_0314	0.036199383	-0.04417685	0.16937064	-0.063230045	-0.097392075	-0.13590015	0.048934285	-0.045348372	0.08168174	-0.1386237	0.016500236	0.076739274	-0.011825531	-0.04815044	-0.096373536	-0.057323243	0.046555836	0.014662196	0.0056788516	-0.12086573	0.011860843	-0.053774577	0.0493155	0.049224768	-0.09887695	0.044170793	0.06326443	-0.008274049	-0.051003758	-0.06334801	0.02368239	-0.040812124	-0.021280047	-0.0069432333	-0.066443875	0.085501544	-0.034049965	-0.14040114	-0.09708428	-0.20576549	-0.040671833	-0.05637872	-0.042772338	-0.016124373	0.04294155	0.056295358	-0.043918945	-0.14160018	0.0025002568	-0.07758344	0.07013162	-0.015297111	0.077368975	-0.011961423	-0.109505236	-0.011612612	-0.13870648	-0.043519575	-0.070288695	-0.0397446	0.06103662	-0.027099172	-0.07071373	-0.017788557	-0.07870169	-0.10002236	-0.018061839	-0.098597996	-0.12735575	-0.07675019	-0.11713998	-0.0015644651	-0.13215418	0.113405325	-0.019390559	-0.06681979	-0.053354837	0.018925002	-0.12702006	-0.01836134	-0.0074437605	0.031787325	-0.023953069	-0.039431076	-0.05708329	-0.1543139	-0.17774962	0.013213174
embedding_0315	0.13816518	0.082866855	0.095569134	0.13462389	0.09688888	0.01038566	0.10953132	0.063538484	0.0803244	0.040074658	0.11404692	0.15553299	0.08560929	0.069949	0.07658223	0.058002014	0.08557844	0.05680954	0.110436454	0.06602183	0.05247671	0.106580585	0.110600695	0.09798493	0.077844635	0.09982602	0.08941854	0.1548196	0.13526921	0.09708246	0.099455826	0.08553703	0.09612577	0.08862238	0.03233873	0.08374055	0.083739616	0.106747545	0.05940768	0.09914775	0.044782814	0.06195363	0.02160904	0.01376331	0.083727196	0.11500614	0.075586826	0.11136758	0.13751307	0.08399589	0.10328815	0.08143992	0.06225159	0.1124398	0.04100869	0.15680745	0.064898245	0.07507196	0.1008306	0.08215341	0.08927203	0.106037736	0.06284234	0.10127778	0.1481605	0.07293735	0.09746582	0.08569003	0.09851898	0.08784299	0.06744779	0.09001156	0.08113738	0.08909569	0.03687858	0.075669646	0.07099608	0.05614777	0.13250399	0.11676601	0.107604586	0.112231195	0.0870671	0.122192614	0.09440429	0.119253956	0.045260213	0.11839619
embedding_0316	0.7917609	0.6890356	0.7380489	0.7481019	0.7778036	0.8801076	0.8464528	0.72281945	0.8399431	0.7404778	0.771832	0.7860797	0.7232386	0.779743	0.8027468	0.79631513	0.76576596	0.79445595	0.7660561	0.75475764	0.775646	0.7662238	0.80873394	0.7492314	0.73191667	0.8132318	0.7955997	0.71408856	0.73064506	0.79351014	0.79938334	0.80271286	0.81901985	0.7457904	0.8718216	0.82045376	0.7693419	0.6920404	0.7819241	0.8286792	0.8074924	0.82511604	0.77937835	0.772419	0.80630946	0.7472279	0.7529977	0.82271427	0.74708503	0.80239564	0.7995598	0.76297206	0.7847201	0.78395724	0.76483727	0.7455287	0.7721918	0.78678733	0.7764632	0.7895205	0.7388401	0.803553	0.8680331	0.7709322	0.72792876	0.75534177	0.78541404	0.73102725	0.74489	0.75729835	0.77133036	0.79379797	0.79256636	0.7624451	0.8338475	0.7269664	0.7664044	0.77309924	0.761856	0.75912094	0.8074112	0.72399294	0.71738875	0.75249153	0.77539843	0.69641334	0.8473745	0.71139866
embedding_0317	-0.013073477	-0.08434384	-0.112705216	-0.111961715	-0.036845032	-0.063385375	-0.0659525	-0.09671414	-0.08644312	-0.07176165	-0.06716956	-0.062170494	-0.10849112	-0.0789502	-0.07457079	-0.072180755	-0.08600466	-0.1017258	-0.10024786	-0.076944344	-0.08975207	-0.12953569	-0.13968515	-0.082022	-0.09578692	-0.11334169	-0.120986596	-0.12740648	-0.032236047	-0.032263156	-0.11117262	-0.021941653	-0.0417331	-0.060290888	-0.08409861	-0.078753725	-0.06884154	0.029205292	-0.10922605	-0.021647204	-0.044767037	0.018126868	-0.1314685	-0.081396006	-0.072974734	-0.07818421	-0.0539266	-0.014067972	-0.06290794	-0.041913394	-0.13819109	-0.10837003	-0.03852406	-0.081141084	-0.12898146	-0.15760137	0.00784247	-0.05953072	-0.13466854	-0.09887994	-0.08593525	-0.07335208	-0.08771889	-0.08494379	-0.0920694	-0.098839015	-0.016363354	-0.045696955	-0.10593264	-0.09040033	-0.03181425	-0.04174047	-0.10060871	-0.18371743	-0.0867384	-0.106225275	-0.042576093	-0.0579301	-0.009389297	-0.10033278	-0.07387364	-0.110609524	-0.07063066	-0.09965166	-0.07304503	-0.10373868	-0.050068397	-0.069123685
embedding_0318	0.33434317	0.18256247	0.19906683	0.28700113	0.29913187	0.22416642	0.22422157	0.22830129	0.19500706	0.17863488	0.16081682	0.1303382	0.23949619	0.1618621	0.19561747	0.30910224	0.1837442	0.16036083	0.23412253	0.27850795	0.10664156	0.2849317	0.24825267	0.16329971	0.32045996	0.16308664	0.29204005	0.26873976	0.26921517	0.24873847	0.18748519	0.3114291	0.24849902	0.2671329	0.25378793	0.21153744	0.21262278	0.24903896	0.19910796	0.31109554	0.20819405	0.16927718	0.17658451	0.13376822	0.23035201	0.15195897	0.22236802	0.19939658	0.19932209	0.26000726	0.19027914	0.16564035	0.17609641	0.2881757	0.29019117	0.19615403	0.3196628	0.21081279	0.25129288	0.24060419	0.12722948	0.18815577	0.16355905	0.24633327	0.30307674	0.28489688	0.24331751	0.21562505	0.22744498	0.27355567	0.19519342	0.27458188	0.25378686	0.15660088	0.18464369	0.18731101	0.16341105	0.10121698	0.36503977	0.28469208	0.20778604	0.17769474	0.19592352	0.26450396	0.2174953	0.26597172	0.2629581	0.23912652
embedding_0319	-0.5322621	-0.53562826	-0.4129136	-0.48294598	-0.52808255	-0.36787608	-0.45449045	-0.40011233	-0.3846115	-0.2904945	-0.44055632	-0.4292651	-0.47019207	-0.42087242	-0.37601307	-0.4621144	-0.4758606	-0.39857885	-0.35446972	-0.38302284	-0.34220907	-0.46698508	-0.46203643	-0.49272788	-0.50259876	-0.40980533	-0.4981761	-0.512436	-0.41498366	-0.39127907	-0.46191588	-0.41775313	-0.5416115	-0.42283928	-0.34860024	-0.39460933	-0.43873805	-0.5270609	-0.434156	-0.38259947	-0.3131991	-0.28195855	-0.45892906	-0.31122705	-0.39948368	-0.5123411	-0.45148253	-0.370795	-0.4139454	-0.44841915	-0.35697287	-0.42064127	-0.40616277	-0.4779563	-0.3883002	-0.39516845	-0.5226454	-0.38278893	-0.4327768	-0.40260243	-0.41721657	-0.44478247	-0.35777864	-0.4035566	-0.47256112	-0.49170396	-0.41852036	-0.48128682	-0.46239537	-0.4385258	-0.37729853	-0.44096017	-0.37658575	-0.41325977	-0.3811601	-0.48196825	-0.451309	-0.3854898	-0.4897085	-0.4899052	-0.37280273	-0.4091567	-0.4832264	-0.48208368	-0.41664907	-0.46547922	-0.35729623	-0.4660252
embedding_0320	0.5848658	0.53443944	0.661627	0.5370193	0.5818792	0.48905528	0.6220477	0.50946265	0.5698636	0.50852966	0.5710572	0.5879564	0.5801849	0.5521639	0.5724677	0.53919953	0.58788687	0.62359995	0.55367625	0.54616433	0.5793024	0.57310057	0.6035735	0.6401787	0.60058916	0.61958826	0.6230034	0.5959214	0.61311644	0.53496444	0.61577183	0.48656434	0.53923297	0.58253187	0.50456506	0.6651258	0.5793612	0.505408	0.5102842	0.4459726	0.5901533	0.5248763	0.60866266	0.59362465	0.49521193	0.70635986	0.6020174	0.4996841	0.6311547	0.5911417	0.551691	0.57317	0.5436613	0.5271242	0.5935398	0.54602784	0.5218456	0.60375834	0.5420045	0.5384105	0.57290643	0.56753457	0.58868754	0.59697443	0.57323533	0.536222	0.5822619	0.6068704	0.5407076	0.5167107	0.525536	0.57115114	0.4913127	0.5667902	0.5750371	0.5874793	0.5533176	0.5536309	0.4978815	0.57729876	0.5558221	0.6172742	0.5586487	0.54007	0.5422847	0.5418217	0.5068255	0.5575831
