clade_name	SRR8417368	SRR8417371	SRR8417382	SRR8417384	SRR8417386	SRR8417394	SRR8417395	SRR8417398	SRR8417399	SRR8417407	SRR8417412	SRR8417413	SRR8417418	SRR8417422	SRR8417444	SRR8417446	SRR8417447	SRR8417450	SRR8417452	SRR8417454	SRR8417458	SRR8417460	SRR8417461	SRR8417463	SRR8417464	SRR8417465	SRR8417467	SRR8417469	SRR8417475	SRR8417480	SRR8417496	SRR8417499	SRR8417500	SRR8417501	SRR8417502	SRR8417503	SRR8417505	SRR8417510	SRR8417512	SRR8417516	SRR8417529	SRR8417534	SRR8417535	SRR8417536	SRR8417538	SRR8417542	SRR8417558	SRR8417559	SRR8417561	SRR8417565	SRR8417567	SRR8417569	SRR8417572	SRR8417591	SRR8417593	SRR8417595	SRR8417597
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Coprococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Dorea	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Eisenbergiella	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Fusicatenibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Lachnoclostridium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Lachnospira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Lachnospiraceae_NK4A136_group	34	0	0	42	0	0	0	0	0	57	0	0	0	0	80	0	0	0	0	30	0	198	38	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	129	35	0	0	0	0	85	0	0	0	0	164
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Lachnospiraceae_UCG-001	24	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Robinsoniella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Roseburia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	23	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Shuttleworthia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Tuzzerella	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Monoglobales	51	0	0	21	0	35	0	194	0	0	0	0	12	0	0	0	0	6	148	0	0	0	0	0	22	16	10	0	0	0	0	29	0	50	0	0	8	0	0	0	0	0	0	0	0	13	8	0	0	0	14	13	0	8	0	6	62
d__Bacteria___p__Firmicutes___c__Clostridia___o__Monoglobales___f__Monoglobaceae	51	0	0	21	0	35	0	194	0	0	0	0	12	0	0	0	0	6	148	0	0	0	0	0	22	16	10	0	0	0	0	29	0	50	0	0	8	0	0	0	0	0	0	0	0	13	8	0	0	0	14	13	0	8	0	6	62
d__Bacteria___p__Firmicutes___c__Clostridia___o__Monoglobales___f__Monoglobaceae___g__Monoglobus	51	0	0	21	0	35	0	194	0	0	0	0	12	0	0	0	0	6	148	0	0	0	0	0	22	16	10	0	0	0	0	29	0	50	0	0	8	0	0	0	0	0	0	0	0	13	8	0	0	0	14	13	0	8	0	6	62
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales	243	623	54	211	509	977	182	590	206	129	382	312	407	400	424	0	400	182	722	255	1323	593	195	125	526	737	665	164	593	238	332	95	73	779	0	177	149	1179	781	1364	319	522	281	99	147	474	606	1053	441	365	1635	1082	449	487	279	409	155
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Butyricicoccaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Butyricicoccaceae___g__Butyricicoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Oscillospiraceae	20	94	11	147	0	179	34	96	0	59	70	0	101	204	7	0	0	19	268	21	208	321	190	0	60	333	5	76	435	124	6	0	0	0	0	0	37	214	572	210	0	114	0	0	0	101	338	82	0	23	130	410	0	162	25	0	77
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Oscillospiraceae___g__Flavonifractor	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Oscillospiraceae___g__NK4A214_group	0	0	0	21	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	8	0	0	0	5	0	70	0	0	0	0	0	0	0	0	3	0	0	0	7	0	0	0	0	0	0	0	0	20	32	0	0	22	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Oscillospiraceae___g__Oscillibacter	0	0	0	0	0	144	0	0	0	0	0	0	101	0	0	0	0	19	85	21	0	33	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	267	0	0	15	0	0	0	0	0	33	0	2	56	0	0	23	0	0	26
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Oscillospiraceae___g__Oscillospira	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Oscillospiraceae___g__Pseudoflavonifractor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Oscillospiraceae___g__UCG-002	20	84	0	117	0	0	34	0	0	59	70	0	0	99	7	0	0	0	94	0	205	288	151	0	60	269	0	66	365	124	0	0	0	0	0	0	0	161	244	189	0	85	0	0	0	67	338	0	0	21	36	376	0	116	3	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Oscillospiraceae___g__UCG-003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	37	37	0	0	0	0	0	0	0	28	0	0	0	0	18	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Oscillospiraceae___g__UCG-005	0	0	0	9	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Ruminococcaceae	223	401	43	51	509	798	148	494	206	35	302	269	306	196	417	0	400	163	367	219	1087	272	5	125	434	180	529	88	158	68	183	82	73	511	0	177	112	859	169	1098	290	307	281	99	147	373	268	875	426	290	1407	672	426	278	254	409	78
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Ruminococcaceae___g__Anaerotruncus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Ruminococcaceae___g__DTU089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Ruminococcaceae___g__Faecalibacterium	215	266	23	51	0	590	148	494	181	0	157	134	289	107	417	0	301	27	90	209	889	257	0	125	317	62	332	68	0	68	8	0	73	122	0	0	0	490	0	93	228	102	253	99	116	323	212	609	426	270	280	435	221	91	126	82	57
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Ruminococcaceae___g__Incertae_Sedis	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	8	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Ruminococcaceae___g__Negativibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Ruminococcaceae___g__Ruminococcus	0	0	0	0	84	15	0	0	0	35	0	0	0	32	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	87	0	18	0	0	70	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Ruminococcaceae___g__Subdoligranulum	0	135	0	0	425	187	0	0	25	0	145	135	0	0	0	0	99	128	277	0	198	0	0	0	110	76	197	20	141	0	0	0	0	389	0	0	112	369	96	1005	62	105	24	0	31	45	30	179	0	0	1127	237	135	187	81	327	21
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Ruminococcaceae___g__UBA1819	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	52	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__UCG-010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Peptococcales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	25	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Peptococcales___f__Peptococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	25	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Peptostreptococcales-Tissierellales	0	56	0	0	0	0	0	8	0	0	0	9	24	0	0	0	0	15	0	0	0	18	0	0	15	0	0	9	0	0	130	57	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	15	0	0	0	6	0	35	0	27	14
d__Bacteria___p__Firmicutes___c__Clostridia___o__Peptostreptococcales-Tissierellales___f__Anaerovoracaceae	0	19	0	0	0	0	0	0	0	0	0	9	24	0	0	0	0	15	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	6	0	35	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Peptostreptococcales-Tissierellales___f__Anaerovoracaceae___g__Family_XIII_AD3011_group	0	19	0	0	0	0	0	0	0	0	0	9	24	0	0	0	0	15	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	6	0	35	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Peptostreptococcales-Tissierellales___f__Peptostreptococcaceae	0	37	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	9	0	0	130	57	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	14
d__Bacteria___p__Firmicutes___c__Clostridia___o__Peptostreptococcales-Tissierellales___f__Peptostreptococcaceae___g__Peptoclostridium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Peptostreptococcales-Tissierellales___f__Peptostreptococcaceae___g__Romboutsia	0	37	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	9	0	0	130	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	14
d__Bacteria___p__Firmicutes___c__Negativicutes	0	27	59	6	0	0	0	28	0	0	50	110	41	0	17	0	359	23	23	0	0	0	10	0	192	70	252	33	0	19	77	171	14	0	0	0	22	0	11	98	89	0	15	0	30	9	44	26	10	52	0	45	0	104	178	0	43
d__Bacteria___p__Firmicutes___c__Negativicutes___o__Acidaminococcales	0	0	59	6	0	0	0	0	0	0	23	0	41	0	17	0	0	0	0	0	0	0	10	0	0	70	0	33	0	0	0	171	0	0	0	0	22	0	11	0	7	0	15	0	0	9	0	26	10	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Negativicutes___o__Acidaminococcales___f__Acidaminococcaceae	0	0	59	6	0	0	0	0	0	0	23	0	41	0	17	0	0	0	0	0	0	0	10	0	0	70	0	33	0	0	0	171	0	0	0	0	22	0	11	0	7	0	15	0	0	9	0	26	10	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Negativicutes___o__Acidaminococcales___f__Acidaminococcaceae___g__Acidaminococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Negativicutes___o__Acidaminococcales___f__Acidaminococcaceae___g__Phascolarctobacterium	0	0	5	0	0	0	0	0	0	0	23	0	41	0	17	0	0	0	0	0	0	0	10	0	0	70	0	33	0	0	0	171	0	0	0	0	22	0	11	0	0	0	15	0	0	9	0	26	10	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Negativicutes___o__Acidaminococcales___f__Acidaminococcaceae___g__Succiniclasticum	0	0	54	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Negativicutes___o__Veillonellales-Selenomonadales	0	27	0	0	0	0	0	28	0	0	27	110	0	0	0	0	359	23	23	0	0	0	0	0	192	0	252	0	0	19	77	0	14	0	0	0	0	0	0	98	82	0	0	0	30	0	44	0	0	52	0	45	0	104	178	0	43
d__Bacteria___p__Firmicutes___c__Negativicutes___o__Veillonellales-Selenomonadales___f__Veillonellaceae	0	27	0	0	0	0	0	28	0	0	27	110	0	0	0	0	359	23	23	0	0	0	0	0	192	0	252	0	0	19	77	0	14	0	0	0	0	0	0	98	82	0	0	0	30	0	44	0	0	52	0	45	0	104	178	0	43
d__Bacteria___p__Firmicutes___c__Negativicutes___o__Veillonellales-Selenomonadales___f__Veillonellaceae___g__Dialister	0	27	0	0	0	0	0	28	0	0	27	110	0	0	0	0	359	23	23	0	0	0	0	0	192	0	252	0	0	19	77	0	14	0	0	0	0	0	0	98	82	0	0	0	30	0	44	0	0	52	0	45	0	104	178	0	43
d__Bacteria___p__Fusobacteriota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Fusobacteriota___c__Fusobacteriia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Fusobacteriota___c__Fusobacteriia___o__Fusobacteriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Fusobacteriota___c__Fusobacteriia___o__Fusobacteriales___f__Fusobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Fusobacteriota___c__Fusobacteriia___o__Fusobacteriales___f__Fusobacteriaceae___g__Fusobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Proteobacteria	0	0	66	49	0	0	19	1537	37	0	1124	1004	0	0	0	405	0	22	0	0	0	0	0	0	0	0	0	0	12	0	47	61	55	61	407	0	36	59	20	0	34	45	0	192	167	0	0	2	0	0	1207	136	0	87	0	471	873
d__Bacteria___p__Proteobacteria___c__Gammaproteobacteria	0	0	66	49	0	0	19	1537	37	0	1124	1004	0	0	0	405	0	22	0	0	0	0	0	0	0	0	0	0	12	0	47	61	55	61	407	0	36	59	20	0	34	45	0	192	167	0	0	2	0	0	1207	136	0	87	0	471	873
d__Bacteria___p__Proteobacteria___c__Gammaproteobacteria___o__Aeromonadales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Proteobacteria___c__Gammaproteobacteria___o__Aeromonadales___f__Succinivibrionaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Proteobacteria___c__Gammaproteobacteria___o__Aeromonadales___f__Succinivibrionaceae___g__Succinivibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Proteobacteria___c__Gammaproteobacteria___o__Burkholderiales	0	0	0	0	0	0	9	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	23	0	0	2	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Proteobacteria___c__Gammaproteobacteria___o__Burkholderiales___f__Sutterellaceae	0	0	0	0	0	0	9	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	23	0	0	2	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Proteobacteria___c__Gammaproteobacteria___o__Burkholderiales___f__Sutterellaceae___g__Parasutterella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Proteobacteria___c__Gammaproteobacteria___o__Burkholderiales___f__Sutterellaceae___g__Sutterella	0	0	0	0	0	0	9	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Proteobacteria___c__Gammaproteobacteria___o__Enterobacterales	0	0	66	49	0	0	10	1537	0	0	1124	1004	0	0	0	405	0	22	0	0	0	0	0	0	0	0	0	0	0	0	47	61	55	61	407	0	36	59	20	0	34	0	0	192	0	0	0	0	0	0	1207	136	0	87	0	471	873
d__Bacteria___p__Proteobacteria___c__Gammaproteobacteria___o__Enterobacterales___f__Enterobacteriaceae	0	0	66	49	0	0	10	1537	0	0	1124	1004	0	0	0	405	0	22	0	0	0	0	0	0	0	0	0	0	0	0	47	61	55	61	407	0	36	59	20	0	34	0	0	192	0	0	0	0	0	0	1207	47	0	87	0	351	873
d__Bacteria___p__Proteobacteria___c__Gammaproteobacteria___o__Enterobacterales___f__Enterobacteriaceae___g__Citrobacter	0	0	0	0	0	0	0	149	0	0	213	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Proteobacteria___c__Gammaproteobacteria___o__Enterobacterales___f__Enterobacteriaceae___g__Escherichia/Shigella	0	0	66	49	0	0	10	1388	0	0	911	1004	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	47	61	55	61	407	0	36	59	20	0	34	0	0	192	0	0	0	0	0	0	1207	47	0	87	0	351	873
d__Bacteria___p__Proteobacteria___c__Gammaproteobacteria___o__Enterobacterales___f__Hafniaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0
d__Bacteria___p__Proteobacteria___c__Gammaproteobacteria___o__Enterobacterales___f__Hafniaceae___g__Hafnia-Obesumbacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0
d__Bacteria___p__Proteobacteria___c__Gammaproteobacteria___o__Enterobacterales___f__Morganellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0
d__Bacteria___p__Proteobacteria___c__Gammaproteobacteria___o__Enterobacterales___f__Morganellaceae___g__Proteus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0
d__Bacteria___p__Proteobacteria___c__Gammaproteobacteria___o__Pasteurellales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Proteobacteria___c__Gammaproteobacteria___o__Pasteurellales___f__Pasteurellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Proteobacteria___c__Gammaproteobacteria___o__Pasteurellales___f__Pasteurellaceae___g__Haemophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Proteobacteria___c__Gammaproteobacteria___o__Pseudomonadales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Proteobacteria___c__Gammaproteobacteria___o__Pseudomonadales___f__Pseudomonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
