clade_name	SRR11944139	SRR11944140	SRR11944141	SRR11944142	SRR11944143	SRR11944144	SRR11944145	SRR11944146	SRR11944147	SRR11944148	SRR11944149	SRR11944150	SRR11944151	SRR11944152	SRR11944153	SRR11944154	SRR11944155	SRR11944156	SRR11944157	SRR11944158	SRR11944159	SRR11944160	SRR11944161	SRR11944162	SRR11944163	SRR11944164	SRR11944165	SRR11944166	SRR11944167	SRR11944168	SRR11944169	SRR11944170	SRR11944171	SRR11944172	SRR11944173	SRR11944174	SRR11944175	SRR11944176	SRR11944177	SRR11944178	SRR11944179	SRR11944180	SRR11944181	SRR11944182	SRR11944183	SRR11944184	SRR11944185	SRR11944186	SRR11944187	SRR11944188	SRR11944189	SRR11944190	SRR11944191	SRR11944192	SRR11944193	SRR11944194	SRR11944195	SRR11944196	SRR11944197	SRR11944198	SRR11944199	SRR11944200	SRR11944201	SRR11944202	SRR11944204	SRR11944205	SRR11944206	SRR11944207	SRR11944208	SRR11944209	SRR11944210	SRR11944211	SRR11944212	SRR11944213	SRR11944214	SRR11944215	SRR11944216	SRR11944217	SRR11944218	SRR11944219	SRR11944220	SRR11944221	SRR11944222	SRR11944223	SRR11944224	SRR11944225	SRR11944226	SRR11944227	SRR11944228	SRR11944229	SRR11944230	SRR11944231	SRR11944232	SRR11944233	SRR11944234	SRR11944235	SRR11944236	SRR11944237	SRR11944238	SRR11944239	SRR11944240	SRR11944241	SRR11944242	SRR11944243	SRR11944244	SRR11944245	SRR11944246	SRR11944247	SRR11944248	SRR11944249
d__Bacteria___p__Actinobacteriota___c__Coriobacteriia___o__Coriobacteriales___f__Eggerthellaceae___g__Adlercreutzia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Actinobacteriota___c__Coriobacteriia___o__Coriobacteriales___f__Eggerthellaceae___g__Denitrobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Actinobacteriota___c__Coriobacteriia___o__Coriobacteriales___f__Eggerthellaceae___g__Eggerthella	0	0	0	0	0	42	40	0	0	0	0	55	0	0	0	8	177	0	0	16	0	0	0	0	0	0	45	28	0	0	13	0	196	0	0	0	0	0	0	0	0	0	9	0	15	4	0	0	0	0	78	0	0	13	60	0	0	33	0	2	0	0	0	18	0	0	0	104	0	0	0	2	46	31	0	0	6	0	15	0	0	0	0	0	0	0	0	2	0	0	17	0	0	0	0	0	0	66	13	7	0	0	45	8	0	0	0	0	0	0
d__Bacteria___p__Actinobacteriota___c__Coriobacteriia___o__Coriobacteriales___f__Eggerthellaceae___g__Enterorhabdus	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	10	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Actinobacteriota___c__Coriobacteriia___o__Coriobacteriales___f__Eggerthellaceae___g__Enteroscipio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Actinobacteriota___c__Coriobacteriia___o__Coriobacteriales___f__Eggerthellaceae___g__Gordonibacter	9	0	3	0	0	7	0	3	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2	0	0	0	8	0	0	0	0	15	0	0	0	0	0	0	0	0	16	6	0	0	0	0	29	0	0	0	0	14	0	0	0	0	9	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	10	2	0	0	0	16	8	0	8	0	5	0	0	0	17	0	0	0
d__Bacteria___p__Actinobacteriota___c__Coriobacteriia___o__Coriobacteriales___f__Eggerthellaceae___g__Senegalimassilia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	31	0	27	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	349	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0
d__Bacteria___p__Actinobacteriota___c__Coriobacteriia___o__Coriobacteriales___f__Eggerthellaceae___g__Slackia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0
d__Bacteria___p__Bacteroidota	16111	6774	9741	13832	14878	11752	13138	10352	13944	11058	17585	9120	10000	9802	8269	8103	14031	11800	12987	15432	15204	3029	16054	13459	9537	10792	12521	10576	10296	10616	11101	5984	13362	9841	17537	10580	12102	10137	6300	9580	11971	12832	11662	16156	11304	8666	11850	18196	11190	15288	10738	10624	7231	12278	17462	10926	9111	6354	14036	13369	11199	11497	10302	17332	13358	9017	12724	18472	8837	13425	7092	15226	15376	10848	10272	17256	5169	12983	10356	13441	8655	8175	15436	9127	26297	11864	16229	13180	7095	12819	13539	10521	7775	15699	12049	11077	7592	14385	17314	11309	14046	12533	11217	8491	17908	21387	14712	8033	15281	13339
d__Bacteria___p__Bacteroidota___c__Bacteroidia	16111	6774	9741	13832	14878	11752	13138	10352	13944	11058	17585	9120	10000	9802	8269	8103	14031	11800	12987	15432	15204	3029	16054	13459	9537	10792	12521	10576	10296	10616	11101	5984	13362	9841	17537	10580	12102	10137	6300	9580	11971	12832	11662	16156	11304	8666	11850	18196	11190	15288	10738	10624	7231	12278	17462	10926	9111	6354	14036	13369	11199	11497	10302	17332	13358	9017	12724	18472	8837	13425	7092	15226	15376	10848	10272	17256	5169	12983	10356	13441	8655	8175	15436	9127	26297	11864	16229	13180	7095	12819	13539	10521	7775	15699	12049	11077	7592	14385	17314	11309	14046	12533	11217	8491	17908	21387	14712	8033	15281	13339
d__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales	16111	6774	9741	13832	14878	11752	13138	10352	13944	11058	17585	9120	10000	9802	8269	8103	14031	11800	12987	15432	15204	3029	16054	13459	9537	10792	12521	10576	10273	10616	11101	5984	13362	9841	17537	10580	12102	10137	6300	9580	11971	12832	11662	16156	11304	8666	11850	18196	11190	15288	10738	10624	7231	12122	17462	10926	9111	6354	14032	13369	11199	11497	10302	17332	13358	9017	12724	18472	8837	13425	7092	15226	15376	10848	10272	17256	5169	12983	10356	13441	8655	8175	15436	9127	26291	11864	16229	13180	7095	12819	13539	10521	7775	15699	12049	11077	7592	14385	17314	11309	14028	12533	11217	8491	17908	21387	14712	8033	15281	13339
d__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Bacteroidaceae	12778	449	7408	4294	2869	8324	13138	1653	13099	10295	13719	9120	8530	56	2726	6615	12562	9166	12099	13451	11111	2765	14350	13446	8611	9460	7498	9722	7346	9874	9825	2728	9261	7481	16457	8809	10853	9212	5902	20	3333	11585	9527	12124	9527	4071	10969	14516	10447	8227	9021	6385	4755	4875	14348	8125	7995	5221	7152	9095	1100	8864	9693	14038	12578	6334	9624	14315	8613	5566	6680	4914	12884	9244	3785	15188	3243	11035	7348	12386	7814	7090	13362	7785	7109	8898	13099	3581	4371	11156	11840	1721	3246	12509	9211	10990	271	12754	2689	10451	9471	11941	7406	6747	17816	18857	12669	7521	14315	12632
d__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Bacteroidaceae___g__Bacteroides	12778	449	7408	4294	2869	8324	13138	1653	13099	10295	13719	9120	8530	56	2726	6615	12562	9166	12099	13451	11111	2765	14350	13446	8611	9460	7498	9722	7346	9874	9825	2728	9261	7481	16457	8809	10853	9212	5902	20	3333	11585	9527	12124	9527	4071	10969	14516	10447	8227	9021	6385	4755	4875	14348	8125	7995	5221	7152	9095	1100	8864	9693	14038	12578	6334	9624	14315	8613	5566	6680	4914	12884	9244	3785	15188	3243	11035	7348	12386	7814	7090	13362	7785	7109	8898	13099	3581	4371	11156	11840	1721	3246	12509	9211	10990	271	12754	2689	10451	9471	11941	7406	6747	17816	18857	12669	7521	14315	12632
d__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Barnesiellaceae	456	0	251	9	0	510	0	61	70	7	0	0	43	0	298	248	116	5	0	199	252	0	286	0	266	108	697	93	541	0	0	0	1547	0	0	87	176	38	0	0	302	179	0	742	26	374	0	23	0	624	0	0	37	10	386	789	0	114	0	49	34	71	0	0	0	58	480	0	0	85	0	0	213	172	41	0	86	30	88	0	214	0	0	192	211	404	1141	231	656	0	0	0	285	0	0	0	0	0	6	0	860	0	609	0	0	185	66	0	0	48
d__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Barnesiellaceae___g__Barnesiella	95	0	251	0	0	510	0	54	0	7	0	0	0	0	298	198	0	5	0	199	226	0	245	0	187	26	544	63	494	0	0	0	1521	0	0	87	176	10	0	0	302	179	0	742	7	374	0	23	0	624	0	0	0	10	386	438	0	114	0	38	14	0	0	0	0	0	320	0	0	28	0	0	0	44	15	0	0	0	75	0	214	0	0	58	211	0	351	198	490	0	0	0	219	0	0	0	0	0	6	0	572	0	609	0	0	74	0	0	0	16
d__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Barnesiellaceae___g__Coprobacter	361	0	0	9	0	0	0	7	70	0	0	0	43	0	0	50	116	0	0	0	26	0	41	0	79	82	153	30	47	0	0	0	26	0	0	0	0	28	0	0	0	0	0	0	19	0	0	0	0	0	0	0	37	0	0	351	0	0	0	11	20	71	0	0	0	58	160	0	0	57	0	0	213	128	26	0	86	30	13	0	0	0	0	134	0	404	790	33	166	0	0	0	66	0	0	0	0	0	0	0	288	0	0	0	0	111	66	0	0	32
d__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Marinifilaceae	78	0	142	53	0	317	0	177	0	21	473	0	136	0	71	50	14	54	0	0	39	0	44	0	59	18	334	65	509	0	0	0	403	101	0	115	85	56	0	0	31	36	156	485	10	39	28	72	114	502	0	0	89	58	0	169	376	0	39	251	4	37	47	0	0	139	108	274	0	70	7	0	171	68	57	298	202	3	11	0	0	0	0	36	87	156	161	39	231	0	170	0	123	165	0	77	0	0	24	9	359	0	40	0	0	63	106	0	0	9
d__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Marinifilaceae___g__Butyricimonas	0	0	46	9	0	108	0	75	0	0	393	0	0	0	6	23	0	0	0	0	0	0	8	0	13	0	137	4	159	0	0	0	403	55	0	62	0	14	0	0	3	12	0	89	0	0	0	72	59	109	0	0	0	29	0	110	48	0	14	92	0	0	0	0	0	95	0	0	0	36	0	0	171	0	29	0	20	3	0	0	0	0	0	22	0	156	12	6	203	0	29	0	54	99	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Marinifilaceae___g__Odoribacter	78	0	96	44	0	209	0	102	0	21	80	0	136	0	65	27	14	54	0	0	39	0	36	0	46	18	197	61	350	0	0	0	0	46	0	53	85	42	0	0	28	24	156	396	10	39	28	0	55	393	0	0	89	29	0	59	328	0	25	159	4	37	47	0	0	44	108	274	0	34	7	0	0	68	28	298	182	0	11	0	0	0	0	14	87	0	149	33	28	0	141	0	69	66	0	77	0	0	24	9	254	0	40	0	0	63	106	0	0	9
d__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Marinifilaceae___g__Sanguibacteroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Muribaculaceae	0	81	0	0	472	0	0	0	0	0	0	0	0	40	0	0	0	1702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383	101	4	0	0	0	0	4	0	0	0	0	0	0	0	0	969	899	0	1661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	458	0	0	0	0	0	0	0	0	0	0	142
d__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Porphyromonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
d__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Porphyromonadaceae___g__Porphyromonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
d__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Prevotellaceae	1077	6171	371	8101	11459	1004	0	7720	0	0	11	0	0	9619	3869	0	8	0	410	0	2669	0	3	8	0	2	0	0	0	0	157	0	5	3	0	410	49	0	0	9547	6919	0	409	0	1070	2311	0	1622	0	14	0	103	3	4891	959	439	0	685	5609	2616	9763	324	0	0	0	9	3	429	0	6789	0	7668	0	0	4566	13	430	0	0	9	0	0	0	0	17277	0	0	8174	0	26	0	8751	0	648	0	10	7073	3	13109	0	1117	0	70	23	0	0	2	0	0	0
d__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Prevotellaceae___g__Alloprevotella	0	0	0	0	4122	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	2390	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	1271	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	544	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Prevotellaceae___g__Paraprevotella	1077	0	371	137	0	1004	0	109	0	0	0	0	0	0	0	0	5	0	410	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410	0	0	0	0	543	0	409	0	0	0	0	0	0	0	0	8	0	126	959	439	0	0	247	603	0	324	0	0	0	0	0	429	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	284	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	1100	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Prevotellaceae___g__Prevotella	0	5933	0	7156	7337	0	0	7611	0	0	11	0	0	9619	3111	0	3	0	0	0	2	0	3	8	0	2	0	0	0	0	0	0	5	3	0	0	49	0	0	8087	5580	0	0	0	1070	2311	0	1622	0	11	0	82	3	84	0	0	0	0	4099	3	7915	0	0	0	0	9	3	0	0	6789	0	7668	0	0	4225	13	327	0	0	9	0	0	0	0	16993	0	0	8174	0	26	0	8667	0	648	0	10	6080	3	13109	0	5	0	70	23	0	0	2	0	0	0
d__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Prevotellaceae___g__Prevotellaceae_NK3B31_group	0	238	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4681	0	0	0	643	695	1793	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Prevotellaceae___g__Prevotellaceae_UCG-001	0	0	0	603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Prevotellaceae___g__Prevotellaceae_UCG-003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Rikenellaceae	889	13	748	779	67	1597	0	221	215	88	825	0	611	11	274	335	313	581	0	0	102	0	42	0	370	250	424	52	1138	279	12	0	1123	223	0	788	396	251	398	0	392	439	719	1946	201	590	151	216	121	4732	77	822	1428	836	1765	1014	740	21	267	501	34	497	217	653	175	1131	2001	1448	224	382	30	552	936	435	479	46	737	23	137	0	0	1085	118	410	991	256	1009	353	544	1594	1057	49	3690	850	0	0	58	586	188	21	1217	0	845	264	92	788	327	60	0	46
d__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Rikenellaceae___g__Alistipes	889	2	748	779	67	1597	0	221	215	88	825	0	611	11	230	335	313	581	0	0	102	0	42	0	370	250	294	52	1138	279	12	0	1123	223	0	788	396	237	398	0	392	439	719	1946	201	590	151	216	121	4732	77	822	1428	836	1765	1014	740	21	267	501	34	497	217	653	175	1131	2001	1448	224	382	30	552	936	435	479	37	737	23	137	0	0	1085	118	410	991	256	1009	353	544	1594	1057	49	3690	850	0	0	0	586	188	21	1217	0	845	264	92	788	327	60	0	46
d__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Rikenellaceae___g__Rikenella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Rikenellaceae___g__Rikenellaceae_RC9_gut_group	0	11	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Tannerellaceae	833	27	821	596	11	0	0	518	560	647	2557	0	680	76	1031	855	1018	292	478	1782	1031	264	1329	5	231	954	3568	644	739	463	1107	3256	1023	2033	1080	371	543	203	0	0	994	593	851	859	470	1281	702	1747	508	1185	1640	3314	919	1452	0	390	0	313	582	754	260	1704	345	2641	605	1326	508	2006	0	533	375	2092	1172	929	375	812	471	231	2772	1039	627	0	1956	704	616	2150	819	802	1293	43	472	0	431	1527	2838	0	74	1042	840	828	1004	592	2235	1457	0	1494	1542	452	966	462
d__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Tannerellaceae___g__Parabacteroides	816	27	758	590	0	0	0	518	560	647	2557	0	0	76	881	855	1018	290	478	1782	1031	264	1329	5	231	954	3568	595	739	463	1107	3256	109	2033	1080	356	543	200	0	0	994	593	851	859	452	1281	702	1747	508	1185	1588	3314	919	1119	0	390	0	313	582	732	260	1704	345	2641	605	1290	449	2006	0	533	375	2092	1172	924	343	812	471	226	2772	1039	627	0	1956	704	616	2109	787	802	1293	43	472	0	415	1527	2838	0	74	1042	840	828	946	592	2235	1457	0	1494	1542	452	966	462
d__Bacteria___p__Campilobacterota	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	6	0	0	0	0	0	0
d__Bacteria___p__Campilobacterota___c__Campylobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	6	0	0	0	0	0	0
d__Bacteria___p__Campilobacterota___c__Campylobacteria___o__Campylobacterales	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	6	0	0	0	0	0	0
d__Bacteria___p__Campilobacterota___c__Campylobacteria___o__Campylobacterales___f__Campylobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	6	0	0	0	0	0	0
d__Bacteria___p__Campilobacterota___c__Campylobacteria___o__Campylobacterales___f__Campylobacteraceae___g__Campylobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	6	0	0	0	0	0	0
d__Bacteria___p__Cyanobacteria	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Cyanobacteria___c__Vampirivibrionia	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Cyanobacteria___c__Vampirivibrionia___o__Gastranaerophilales	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Desulfobacterota	102	0	124	207	85	395	0	97	219	122	401	0	19	4	269	83	1012	94	0	0	0	0	64	0	0	120	68	33	306	255	190	0	444	280	172	129	0	76	158	0	4	48	45	248	49	0	110	205	175	147	70	17	415	1079	171	128	0	0	363	226	55	579	33	340	333	964	295	0	234	135	0	0	0	87	543	247	46	36	41	0	0	0	0	149	0	0	277	196	228	0	27	0	17	46	183	0	7	90	61	0	1098	0	125	367	236	63	291	54	17	46
d__Bacteria___p__Desulfobacterota___c__Desulfovibrionia	102	0	124	207	85	395	0	97	219	122	401	0	19	4	269	83	1012	94	0	0	0	0	64	0	0	120	68	33	306	255	190	0	444	280	172	129	0	76	158	0	4	48	45	248	49	0	110	205	175	147	70	17	415	1079	171	128	0	0	363	226	55	579	33	340	333	964	295	0	234	135	0	0	0	87	543	247	46	36	41	0	0	0	0	149	0	0	277	196	228	0	27	0	17	46	183	0	7	90	61	0	1098	0	125	367	236	63	291	54	17	46
