clade_name	SRR11944139	SRR11944140	SRR11944141	SRR11944142	SRR11944143	SRR11944144	SRR11944145	SRR11944146	SRR11944147	SRR11944148	SRR11944149	SRR11944150	SRR11944151	SRR11944152	SRR11944153	SRR11944154	SRR11944155	SRR11944156	SRR11944157	SRR11944158	SRR11944159	SRR11944160	SRR11944161	SRR11944162	SRR11944163	SRR11944164	SRR11944165	SRR11944166	SRR11944167	SRR11944168	SRR11944169	SRR11944170	SRR11944171	SRR11944172	SRR11944173	SRR11944174	SRR11944175	SRR11944176	SRR11944177	SRR11944178	SRR11944179	SRR11944180	SRR11944181	SRR11944182	SRR11944183	SRR11944184	SRR11944185	SRR11944186	SRR11944187	SRR11944188	SRR11944189	SRR11944190	SRR11944191	SRR11944192	SRR11944193	SRR11944194	SRR11944195	SRR11944196	SRR11944197	SRR11944198	SRR11944199	SRR11944200	SRR11944201	SRR11944202	SRR11944204	SRR11944205	SRR11944206	SRR11944207	SRR11944208	SRR11944209	SRR11944210	SRR11944211	SRR11944212	SRR11944213	SRR11944214	SRR11944215	SRR11944216	SRR11944217	SRR11944218	SRR11944219	SRR11944220	SRR11944221	SRR11944222	SRR11944223	SRR11944224	SRR11944225	SRR11944226	SRR11944227	SRR11944228	SRR11944229	SRR11944230	SRR11944231	SRR11944232	SRR11944233	SRR11944234	SRR11944235	SRR11944236	SRR11944237	SRR11944238	SRR11944239	SRR11944240	SRR11944241	SRR11944242	SRR11944243	SRR11944244	SRR11944245	SRR11944246	SRR11944247	SRR11944248	SRR11944249
d__Bacteria___p__Desulfobacterota___c__Desulfovibrionia___o__Desulfovibrionales	102	0	124	207	85	395	0	97	219	122	401	0	19	4	269	83	1012	94	0	0	0	0	64	0	0	120	68	33	306	255	190	0	444	280	172	129	0	76	158	0	4	48	45	248	49	0	110	205	175	147	70	17	415	1079	171	128	0	0	363	226	55	579	33	340	333	964	295	0	234	135	0	0	0	87	543	247	46	36	41	0	0	0	0	149	0	0	277	196	228	0	27	0	17	46	183	0	7	90	61	0	1098	0	125	367	236	63	291	54	17	46
d__Bacteria___p__Desulfobacterota___c__Desulfovibrionia___o__Desulfovibrionales___f__Desulfovibrionaceae	102	0	124	207	85	395	0	97	219	122	401	0	19	4	269	83	1012	94	0	0	0	0	64	0	0	120	68	33	306	255	190	0	444	280	172	129	0	76	158	0	4	48	45	248	49	0	110	205	175	147	70	17	415	1079	171	128	0	0	363	226	55	579	33	340	333	964	295	0	234	135	0	0	0	87	543	247	46	36	41	0	0	0	0	149	0	0	277	196	228	0	27	0	17	46	183	0	7	90	61	0	1098	0	125	367	236	63	291	54	17	46
d__Bacteria___p__Desulfobacterota___c__Desulfovibrionia___o__Desulfovibrionales___f__Desulfovibrionaceae___g__Bilophila	102	0	114	198	85	395	0	97	219	122	401	0	0	4	260	83	1012	94	0	0	0	0	64	0	0	120	0	33	306	224	190	0	444	280	172	119	0	76	158	0	4	48	45	241	49	0	93	205	175	147	70	0	140	183	171	128	0	0	137	222	20	558	33	340	333	324	216	0	234	135	0	0	0	87	50	236	28	36	41	0	0	0	0	72	0	0	71	196	205	0	0	0	0	46	183	0	0	90	61	0	6	0	68	367	236	0	291	54	17	46
d__Bacteria___p__Desulfobacterota___c__Desulfovibrionia___o__Desulfovibrionales___f__Desulfovibrionaceae___g__Desulfovibrio	0	0	10	4	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	896	0	0	0	0	226	0	35	0	0	0	0	640	0	0	0	0	0	0	0	0	478	11	18	0	0	0	0	0	0	74	0	0	0	0	0	0	2	0	17	0	0	0	7	0	0	0	1076	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Desulfobacterota___c__Desulfovibrionia___o__Desulfovibrionales___f__Desulfovibrionaceae___g__Mailhella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes	25821	6255	19485	10244	2151	18268	10319	16264	11484	10769	23931	14594	9848	14021	13432	17074	11349	10643	13764	7619	7914	0	19409	10177	7163	12291	17444	17924	15722	15865	7961	10694	18482	7928	12649	13587	9802	8721	915	6062	10329	12886	12633	25094	11378	13928	10716	21380	8884	12567	9980	13543	10939	24505	19224	14286	10775	26059	11354	14376	9480	17086	7701	16743	14159	8509	13712	13278	9490	8720	6187	16455	16577	14743	17547	19062	20149	11253	17389	13099	13248	13301	8838	15257	16299	7264	14595	15173	13493	7894	18301	1949	11644	24486	17108	13759	10747	19082	17276	12596	18432	8434	10100	14234	21582	16145	20622	6338	21673	15644
d__Bacteria___p__Firmicutes___c__Bacilli	3605	2373	2288	605	20	911	927	1058	233	3791	1018	522	783	7626	1996	1265	2165	827	3488	356	269	0	4030	2797	894	778	1261	1231	1383	3630	325	776	854	1546	1020	4374	1090	1229	42	1587	1107	5468	1454	2033	1332	195	2150	1415	866	1087	1795	150	1616	994	1053	1551	818	16276	1533	532	741	650	734	1548	2853	884	2114	1161	577	139	2001	2008	464	275	727	1965	2754	846	705	5173	405	538	525	3255	1394	1284	1707	1169	1051	919	1111	32	1357	534	5467	1857	4716	4467	5372	400	1911	1006	1636	2981	3262	2724	746	1205	6509	667
d__Bacteria___p__Firmicutes___c__Bacilli___o__Bacillales	0	0	134	23	0	43	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	5	0	0	0	0	0	0	0	0	0	0	0	0	22	0	115	0	111	0	0	0	0	54	0	0	0	77	0	0	0	0	0	0	0	0	0	0	49	25	0	0	26	0	0	0	0	0	0	131
d__Bacteria___p__Firmicutes___c__Bacilli___o__Bacillales___f__Bacillaceae	0	0	134	23	0	43	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	5	0	0	0	0	0	0	0	0	0	0	0	0	22	0	115	0	111	0	0	0	0	54	0	0	0	77	0	0	0	0	0	0	0	0	0	0	49	25	0	0	26	0	0	0	0	0	0	131
d__Bacteria___p__Firmicutes___c__Bacilli___o__Bacillales___f__Bacillaceae___g__Bacillus	0	0	134	23	0	32	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	5	0	0	0	0	0	0	0	0	0	0	0	0	22	0	115	0	111	0	0	0	0	54	0	0	0	77	0	0	0	0	0	0	0	0	0	0	49	25	0	0	26	0	0	0	0	0	0	129
d__Bacteria___p__Firmicutes___c__Bacilli___o__Bacillales___f__Bacillaceae___g__Calditerricola	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Bacilli___o__Erysipelotrichales	3297	151	1855	319	0	758	878	394	75	1195	685	328	783	1206	1265	1172	879	513	513	336	158	0	397	224	826	681	526	405	1043	3505	35	341	188	889	210	361	325	1054	42	1579	934	206	1071	1852	1025	121	327	755	508	557	1688	40	1203	601	373	1367	646	2172	1217	530	717	158	289	43	2366	686	1023	828	237	117	586	67	260	215	479	584	2215	784	552	711	86	203	464	848	1391	45	1292	659	279	763	625	0	125	401	60	517	287	986	5271	65	1720	40	1335	2264	367	2165	391	406	511	77
d__Bacteria___p__Firmicutes___c__Bacilli___o__Erysipelotrichales___f__Erysipelatoclostridiaceae	673	53	1829	120	0	651	844	385	56	1136	533	162	696	661	580	1157	534	509	478	293	90	0	194	224	815	681	317	137	971	3505	20	270	168	827	159	354	304	39	42	1129	904	159	1058	1800	1014	15	258	587	450	516	662	19	1032	587	308	147	606	36	38	480	621	158	261	21	2327	20	908	442	211	61	580	49	257	170	29	137	983	784	552	42	70	85	434	472	24	45	1292	644	226	607	615	0	121	354	5	475	70	922	3647	9	1284	31	1290	827	321	1206	387	365	497	66
d__Bacteria___p__Firmicutes___c__Bacilli___o__Erysipelotrichales___f__Erysipelatoclostridiaceae___g__Candidatus_Stoquefichus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Bacilli___o__Erysipelotrichales___f__Erysipelatoclostridiaceae___g__Catenibacterium	0	53	0	0	0	0	0	0	0	0	0	0	0	661	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	0	0	0	1127	391	0	0	0	0	0	0	0	0	0	0	0	939	0	0	0	0	0	0	0	619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	803	0	0	0	0	0	0	0	0	0	0	0	0	0	416	0	0	0	0	0	67	0	3647	0	475	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Bacilli___o__Erysipelotrichales___f__Erysipelatoclostridiaceae___g__Coprobacillus	0	0	0	0	0	0	0	0	0	0	29	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	109	6	0	0	11	0	0	0	0	0	0	6	5	0	0	9	3	0	4	2	18	0	4	16	15	0	0	0	0	0	0	0	0	0	4	0	2	2	0	0	9	0	0	0	5	0	0	3	16	28	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	550	0	0	0	0	145	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Bacilli___o__Erysipelotrichales___f__Erysipelatoclostridiaceae___g__Eggerthia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Bacilli___o__Erysipelotrichales___f__Erysipelatoclostridiaceae___g__Erysipelatoclostridium	8	0	11	3	0	0	844	0	56	36	504	162	56	0	0	13	534	0	474	293	90	0	34	214	4	0	317	137	87	6	16	270	59	821	159	31	0	30	42	2	14	159	56	161	21	15	258	49	447	0	658	15	75	32	292	5	15	36	32	0	2	158	261	21	0	20	0	442	9	59	8	49	231	170	24	137	3	0	4	39	54	57	434	0	24	45	68	29	224	607	5	0	5	23	5	15	0	372	0	9	179	31	1145	0	321	1206	51	365	497	66
d__Bacteria___p__Firmicutes___c__Bacilli___o__Erysipelotrichales___f__Erysipelatoclostridiaceae___g__Erysipelotrichaceae_UCG-003	665	0	1814	117	0	651	0	385	0	1100	0	0	637	0	308	1144	0	509	0	0	0	0	0	0	811	681	0	0	884	3495	0	0	0	0	0	0	293	9	0	0	499	0	1002	1627	988	0	0	529	0	516	0	2	0	555	12	126	576	0	6	480	0	0	0	0	2327	0	904	0	200	0	572	0	0	0	0	0	172	784	548	0	0	0	0	472	0	0	1224	615	0	0	194	0	116	331	0	460	3	0	0	0	354	0	0	827	0	0	336	0	0	0
d__Bacteria___p__Firmicutes___c__Bacilli___o__Erysipelotrichales___f__Erysipelatoclostridiaceae___g__UCG-004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Bacilli___o__Erysipelotrichales___f__Erysipelotrichaceae	2624	98	26	199	0	107	34	9	19	59	152	166	87	545	685	15	345	4	35	43	68	0	203	0	11	0	209	268	72	0	15	71	20	62	51	7	21	1015	0	450	30	47	13	52	11	106	69	168	58	41	1026	21	171	14	65	1220	40	2136	1179	50	96	0	28	22	39	666	115	386	26	56	6	18	3	45	450	447	1232	0	0	669	16	118	30	376	1367	0	0	15	53	156	10	0	4	47	55	42	217	64	1624	56	436	9	45	1437	46	959	4	41	14	11
d__Bacteria___p__Firmicutes___c__Bacilli___o__Erysipelotrichales___f__Erysipelotrichaceae___g__Catenisphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Bacilli___o__Erysipelotrichales___f__Erysipelotrichaceae___g__Dielma	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Bacilli___o__Erysipelotrichales___f__Erysipelotrichaceae___g__Faecalicoccus	0	0	0	81	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Bacilli___o__Erysipelotrichales___f__Erysipelotrichaceae___g__Faecalitalea	0	0	0	95	0	8	0	2	0	33	0	0	33	0	0	10	0	0	0	0	62	0	180	0	0	0	35	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	10	0	16	48	0	4	0	929	9	0	0	0	0	19	12	0	0	0	0	0	0	0	10	87	0	0	27	0	0	0	12	0	75	0	0	0	0	0	29	0	346	0	0	0	0	23	0	0	0	0	17	0	14	0	36	0	56	166	0	0	0	0	197	0	0	0	6
d__Bacteria___p__Firmicutes___c__Bacilli___o__Erysipelotrichales___f__Erysipelotrichaceae___g__Holdemanella	2608	88	0	0	0	0	0	0	0	0	0	0	0	543	585	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1007	0	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1182	0	2069	1137	0	0	0	0	0	0	345	0	0	0	0	0	0	0	0	396	0	1173	0	0	639	0	0	0	0	1355	0	0	0	0	0	0	0	0	0	0	0	93	0	1554	0	0	0	0	1383	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Bacilli___o__Erysipelotrichales___f__Erysipelotrichaceae___g__Holdemania	7	0	18	6	0	9	0	3	0	17	0	0	19	0	0	5	0	4	0	0	0	0	0	0	0	0	0	12	4	0	0	0	12	0	0	0	18	8	0	0	0	27	10	29	0	0	8	5	7	7	0	0	8	14	0	0	0	36	7	0	0	0	4	0	9	0	0	33	8	4	6	0	0	11	0	21	17	0	0	5	5	62	0	5	0	0	0	6	13	0	0	0	0	9	0	0	0	0	7	0	22	0	19	0	0	63	0	0	0	0
d__Bacteria___p__Firmicutes___c__Bacilli___o__Erysipelotrichales___f__Erysipelotrichaceae___g__Merdibacter	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	7	2	11	2	14	0	9	0	4	0	0	6	2	0	0	0	24	0	0	0	0	0	0	0	0	0	0	3	0	193	4	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	7	0	12	3	0	0	0	0	0	0	4	4	0	0	0
d__Bacteria___p__Firmicutes___c__Bacilli___o__Erysipelotrichales___f__Erysipelotrichaceae___g__Solobacterium	0	10	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	124	0	0	0	0	0	0	12	0	15	0	0	0	0
d__Bacteria___p__Firmicutes___c__Bacilli___o__Erysipelotrichales___f__Erysipelotrichaceae___g__Turicibacter	9	0	0	0	0	2	0	0	0	0	0	166	0	0	37	0	0	0	0	11	0	0	0	0	0	0	0	247	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	9	10	0	0	83	0	0	0	0	0	0	0	96	0	0	10	0	0	0	0	5	0	0	0	0	0	0	127	34	0	0	0	0	0	0	11	0	0	0	0	0	0	6	0	0	21	0	0	0	0	0	0	0	0	0	42	0	0	0	0	2	0
d__Bacteria___p__Firmicutes___c__Bacilli___o__Izemoplasmatales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Bacilli___o__Lactobacillales	308	2222	299	263	20	93	41	664	158	2596	333	189	0	6420	731	93	1286	314	2975	17	111	0	3633	2571	68	31	735	800	340	125	290	435	659	657	810	3952	765	175	0	6	173	5258	369	179	303	74	1816	657	358	380	107	110	401	225	680	184	172	14104	316	2	8	487	338	1505	487	198	1089	333	340	22	1415	1935	204	60	226	1374	408	62	40	4462	294	331	52	2349	3	1239	317	433	772	156	245	32	1004	101	5407	1340	4429	3475	52	310	24	963	275	665	2882	559	355	799	5994	404
d__Bacteria___p__Firmicutes___c__Bacilli___o__Lactobacillales___f__Aerococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	10	0	6	0	0	0	0
d__Bacteria___p__Firmicutes___c__Bacilli___o__Lactobacillales___f__Aerococcaceae___g__Abiotrophia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	10	0	6	0	0	0	0
d__Bacteria___p__Firmicutes___c__Bacilli___o__Lactobacillales___f__Carnobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	5	0	0	5	0	0	0	26	0	0	0	12	0	0	5	0	0	0	10	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4	0	0	0	2	0	2	0	8	7	0	0	9	0	0	2	0	12	0	25	0	0	0	0	0	14	0	0	0	0	0	0	0	0	11	0	6	0	0	0	67	0	14	4	10	0	0
d__Bacteria___p__Firmicutes___c__Bacilli___o__Lactobacillales___f__Carnobacteriaceae___g__Granulicatella	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	5	0	0	5	0	0	0	26	0	0	0	12	0	0	5	0	0	0	10	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4	0	0	0	2	0	2	0	8	7	0	0	9	0	0	2	0	12	0	25	0	0	0	0	0	14	0	0	0	0	0	0	0	0	11	0	6	0	0	0	67	0	14	4	10	0	0
d__Bacteria___p__Firmicutes___c__Bacilli___o__Lactobacillales___f__Enterococcaceae	5	0	0	0	0	0	0	0	0	341	92	0	0	0	470	0	65	0	28	0	0	0	103	0	0	0	83	0	0	0	25	40	0	111	0	168	0	0	0	0	2	170	2	5	0	0	0	0	0	0	48	0	0	0	0	0	0	0	104	0	0	0	45	0	262	0	0	0	0	0	986	0	0	0	0	0	0	15	0	39	5	23	0	0	0	0	137	0	0	0	0	0	213	0	225	25	0	7	0	0	0	0	0	0	11	0	6	27	218	0
d__Bacteria___p__Firmicutes___c__Bacilli___o__Lactobacillales___f__Enterococcaceae___g__Enterococcus	5	0	0	0	0	0	0	0	0	341	92	0	0	0	470	0	65	0	28	0	0	0	103	0	0	0	83	0	0	0	25	40	0	111	0	168	0	0	0	0	2	170	2	5	0	0	0	0	0	0	48	0	0	0	0	0	0	0	104	0	0	0	45	0	262	0	0	0	0	0	986	0	0	0	0	0	0	15	0	39	5	23	0	0	0	0	137	0	0	0	0	0	213	0	225	25	0	7	0	0	0	0	0	0	11	0	6	27	218	0
d__Bacteria___p__Firmicutes___c__Bacilli___o__Lactobacillales___f__Lactobacillaceae	0	2153	53	0	20	0	0	0	0	0	0	0	0	5233	25	0	594	3	16	0	0	0	0	0	43	0	63	0	0	2	0	39	3	32	0	0	19	58	0	0	0	1690	37	0	7	0	13	0	49	0	37	0	0	0	94	0	0	13986	9	0	0	163	0	0	0	0	2	0	6	0	124	0	10	0	0	4	0	0	0	4144	0	87	0	233	0	0	0	34	18	0	15	32	0	52	183	1237	4146	0	0	0	0	29	0	46	405	0	4	0	0	2
d__Bacteria___p__Firmicutes___c__Bacilli___o__Lactobacillales___f__Lactobacillaceae___g__Lactobacillus	0	2153	53	0	20	0	0	0	0	0	0	0	0	5233	25	0	205	3	16	0	0	0	0	0	43	0	63	0	0	2	0	39	3	32	0	0	19	58	0	0	0	1690	37	0	7	0	13	0	49	0	37	0	0	0	94	0	0	13986	9	0	0	163	0	0	0	0	2	0	6	0	124	0	10	0	0	4	0	0	0	4144	0	87	0	233	0	0	0	34	18	0	15	32	0	52	183	1237	4146	0	0	0	0	29	0	46	405	0	4	0	0	2
d__Bacteria___p__Firmicutes___c__Bacilli___o__Lactobacillales___f__Lactobacillaceae___g__Pediococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Bacilli___o__Lactobacillales___f__Leuconostocaceae	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	81	0	480	0	0	0	0	0	278	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Bacilli___o__Lactobacillales___f__Leuconostocaceae___g__Leuconostoc	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	53	0	0	0	0	0	0	0	278	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Bacilli___o__Lactobacillales___f__Leuconostocaceae___g__Weissella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	480	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Bacilli___o__Lactobacillales___f__Streptococcaceae	303	69	246	263	0	93	41	664	158	2234	241	185	0	1187	236	93	622	311	2931	12	111	0	3530	2545	25	31	589	788	340	121	260	356	656	433	800	3296	746	117	0	6	167	3120	330	174	296	67	1803	657	309	378	22	110	401	225	586	184	172	118	203	2	8	318	293	1501	225	198	1087	320	334	20	303	1927	187	60	226	1361	408	47	38	279	277	221	27	2116	3	1239	180	399	730	156	230	0	791	49	4999	71	283	3457	52	304	24	934	275	542	2463	539	341	762	5776	402
d__Bacteria___p__Firmicutes___c__Bacilli___o__Lactobacillales___f__Streptococcaceae___g__Lactococcus	0	0	0	0	0	0	0	0	0	0	7	11	0	0	0	0	14	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	29	0	0	0	0	0	1546	18	0	0	6	3	5	14	132	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	23	0	2	0	0	0	0	0	0	36	0	189	0	0	0	22	0	0
d__Bacteria___p__Firmicutes___c__Bacilli___o__Lactobacillales___f__Streptococcaceae___g__Streptococcus	303	69	246	263	0	93	41	664	158	2234	234	174	0	1187	236	93	608	311	2928	12	111	0	3530	2545	25	31	589	788	340	121	260	356	656	401	800	3267	746	117	0	6	167	1574	312	174	296	61	1800	652	295	246	22	110	401	223	586	184	172	118	203	2	8	316	293	1501	225	173	1087	320	334	20	303	1927	187	60	226	1361	408	47	38	279	277	221	27	2116	3	1239	180	399	690	156	230	0	768	49	4997	71	283	3457	52	304	24	898	275	353	2463	539	341	740	5776	402
