clade_name	DN1	DN10	DN11	DN12	DN13	DN14	DN15	DN2	DN3	DN4	DN5	DN6	DN7	DN8	DN9	HN1	HN10	HN11	HN12	HN13	HN14	HN15	HN2	HN3	HN4	HN5	HN6	HN7	HN8	HN9
d__Bacteria___p__Firmicutes___c__Bacilli___o__RF39	0	644	0	292	0	0	0	0	0	0	0	13	0	0	0	0	5048	27	0	6	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Bacilli___o__Staphylococcales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	9	0	0	0	0	0	0	0	0	3	8
d__Bacteria___p__Firmicutes___c__Bacilli___o__Staphylococcales___f__Gemellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	9	0	0	0	0	0	0	0	0	3	8
d__Bacteria___p__Firmicutes___c__Bacilli___o__Staphylococcales___f__Gemellaceae___g__Gemella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	9	0	0	0	0	0	0	0	0	3	8
d__Bacteria___p__Firmicutes___c__Clostridia	1563	8117	13682	14217	17737	17832	13703	6655	11223	6459	1034	6512	7908	1118	11693	5097	8665	9022	2669	6272	7625	14998	14409	5130	4582	1759	2844	11107	8869	6063
d__Bacteria___p__Firmicutes___c__Clostridia___o__Christensenellales	0	229	33	182	204	0	49	255	368	0	7	167	73	0	0	2	689	739	9	784	9	65	0	13	222	0	17	64	41	6
d__Bacteria___p__Firmicutes___c__Clostridia___o__Christensenellales___f__Christensenellaceae	0	229	33	182	204	0	49	255	368	0	7	167	73	0	0	2	689	739	9	784	9	65	0	13	222	0	17	64	41	6
d__Bacteria___p__Firmicutes___c__Clostridia___o__Christensenellales___f__Christensenellaceae___g__Christensenellaceae_R-7_group	0	142	8	166	204	0	44	255	345	0	7	135	71	0	0	2	675	725	4	784	9	65	0	6	150	0	17	64	38	6
d__Bacteria___p__Firmicutes___c__Clostridia___o__Clostridia_UCG-014	0	414	4	3067	42	0	0	0	0	0	0	42	0	0	12	0	1040	119	0	128	710	18	296	0	90	21	83	210	99	40
d__Bacteria___p__Firmicutes___c__Clostridia___o__Clostridia_or	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Clostridia_or___f__Hungateiclostridiaceae	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Clostridia_vadinBB60_group	0	15	0	0	0	0	0	0	0	10	0	3	2	0	0	7	34	14	0	0	16	0	0	150	39	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Clostridiales	32	0	46	459	37	7	4	0	198	0	0	26	41	44	62	0	36	342	0	44	8	51	107	36	564	0	0	21	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Clostridiales___f__Clostridiaceae	32	0	46	459	37	7	4	0	198	0	0	26	41	44	62	0	36	342	0	44	8	51	107	36	564	0	0	21	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Clostridiales___f__Clostridiaceae___g__Clostridium_sensu_stricto_1	32	0	46	459	37	7	4	0	198	0	0	26	41	44	62	0	36	342	0	44	8	51	107	36	506	0	0	21	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Clostridiales___f__Clostridiaceae___g__Clostridium_sensu_stricto_13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Eubacteriales	4	0	13	0	3	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Eubacteriales___f__Anaerofustaceae	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Eubacteriales___f__Anaerofustaceae___g__Anaerofustis	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Eubacteriales___f__Eubacteriaceae	4	0	10	0	3	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Eubacteriales___f__Eubacteriaceae___g__Eubacterium	4	0	10	0	3	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales	653	2263	10904	4059	7488	15361	6517	5188	3530	4270	560	1043	3375	132	6838	2071	1887	3251	1648	2352	2849	9035	13030	1665	690	248	1606	6597	3315	2645
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Defluviitaleaceae	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Defluviitaleaceae___g__Defluviitaleaceae_UCG-011	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae	653	2251	10904	4059	7467	15361	6517	5188	3499	4270	560	1043	3375	132	6838	2071	1887	3251	1648	2352	2849	9035	13030	1665	683	248	1606	6597	3315	2645
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Agathobacter	79	368	384	296	1908	2793	1000	1945	184	1492	56	174	547	21	654	662	267	625	274	354	831	2758	26	169	0	24	0	1333	531	945
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Anaerostipes	0	708	136	73	412	471	294	232	578	31	16	213	418	8	252	0	8	34	68	65	13	275	1480	5	0	5	147	61	32	82
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Blautia	80	319	4488	1145	2428	6425	1862	1628	620	422	75	353	936	27	2370	23	55	185	182	124	123	2428	6189	17	0	0	1207	1069	178	238
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__CAG-56	0	8	0	29	39	0	0	26	0	0	4	0	14	0	0	0	0	6	0	30	0	0	0	0	0	0	0	14	29	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Coprococcus	0	148	875	408	126	157	76	50	145	0	0	20	492	4	157	20	113	124	86	168	10	1013	3	482	0	5	47	522	69	30
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Dorea	0	42	436	307	132	0	337	0	0	0	0	10	204	0	0	17	31	89	27	0	0	305	0	7	0	16	144	291	11	47
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Eisenbergiella	0	6	0	0	6	31	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Frisingicoccus	0	0	75	0	38	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Fusicatenibacter	0	21	183	194	182	0	191	440	227	118	44	30	139	0	0	49	3	16	80	60	74	588	0	0	0	34	0	65	48	206
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__GCA-900066575	0	0	34	0	14	0	0	0	0	0	10	0	0	0	11	0	0	0	0	0	0	0	0	14	0	0	0	0	48	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__GCA-900066755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Howardella	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Hungatella	0	0	5	0	0	0	0	0	0	14	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Lachnoclostridium	0	0	1300	50	110	480	231	208	309	147	121	15	22	21	1302	75	15	38	356	146	11	114	621	4	61	0	0	113	47	55
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Lachnospira	73	211	43	44	61	0	39	41	268	745	133	0	16	12	758	483	71	472	103	221	765	51	1404	410	0	12	9	122	839	608
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Lachnospiraceae_AC2044_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	35	35	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Lachnospiraceae_FCS020_group	0	14	0	33	20	0	0	0	0	0	0	8	9	0	0	0	11	4	0	0	0	13	0	0	0	0	0	16	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Lachnospiraceae_NC2004_group	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Lachnospiraceae_ND3007_group	0	0	0	61	102	0	17	0	0	24	0	8	9	0	27	0	16	53	3	27	313	76	53	0	0	0	0	103	59	24
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Lachnospiraceae_NK4A136_group	45	108	23	17	159	0	39	0	74	378	0	0	0	0	0	28	528	542	94	364	23	40	0	153	38	0	0	252	822	17
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Lachnospiraceae_UCG-001	0	0	0	21	13	0	116	0	0	0	0	0	0	0	0	0	201	66	0	80	31	13	0	10	0	0	0	15	22	53
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Lachnospiraceae_UCG-002	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Lachnospiraceae_UCG-003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	47	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Lachnospiraceae_UCG-004	0	43	0	0	0	17	0	0	12	0	0	0	0	0	169	12	0	21	27	56	24	0	0	17	0	0	0	0	18	63
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Lachnospiraceae_UCG-010	0	10	0	0	46	10	50	0	20	11	0	0	36	0	0	88	0	6	59	104	14	0	0	0	14	0	0	467	19	7
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Lactonifactor	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Marvinbryantia	0	0	0	0	0	0	0	64	0	0	0	0	0	0	18	0	0	0	0	0	0	14	17	0	0	0	0	11	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Roseburia	33	102	163	137	455	2010	715	35	445	503	55	101	34	0	574	446	106	336	166	384	163	560	0	257	0	0	0	86	128	118
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Sellimonas	6	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	12	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Shuttleworthia	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Tuzzerella	0	0	596	11	0	61	11	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	5	0	495	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__Tyzzerella	0	0	185	4	0	476	70	0	0	68	0	0	69	0	0	0	10	0	4	0	33	6	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Lachnospirales___f__Lachnospiraceae___g__UC5-1-2E3	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Monoglobales	17	11	36	45	197	290	87	172	349	0	13	0	114	12	156	45	30	187	20	72	81	169	218	17	8	0	25	0	76	110
d__Bacteria___p__Firmicutes___c__Clostridia___o__Monoglobales___f__Monoglobaceae	17	11	36	45	197	290	87	172	349	0	13	0	114	12	156	45	30	187	20	72	81	169	218	17	8	0	25	0	76	110
d__Bacteria___p__Firmicutes___c__Clostridia___o__Monoglobales___f__Monoglobaceae___g__Monoglobus	17	11	36	45	197	290	87	172	349	0	13	0	114	12	156	45	30	187	20	72	81	169	218	17	8	0	25	0	76	110
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales	735	5030	2361	5752	9242	2149	6872	1006	6546	1920	443	4904	4218	824	4504	2968	4358	3966	974	2786	3937	5381	540	3229	2253	1490	1086	3843	5279	3231
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Butyricicoccaceae	13	14	37	51	80	22	75	0	197	28	0	0	20	14	51	15	44	174	0	140	54	156	360	13	25	13	0	60	4	22
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Butyricicoccaceae___g__Butyricicoccus	0	14	37	51	80	22	75	0	187	20	0	0	20	14	51	15	25	174	0	140	54	156	360	13	18	13	0	60	4	22
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Butyricicoccaceae___g__UCG-009	13	0	0	0	0	0	0	0	10	8	0	0	0	0	0	0	19	0	0	0	0	0	0	0	7	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Ethanoligenenaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Ethanoligenenaceae___g__Acetanaerobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Oscillospiraceae	146	1907	692	1352	1208	136	442	145	2901	392	134	1273	828	10	998	955	2515	764	319	272	487	103	24	632	1677	39	24	862	2121	726
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Oscillospiraceae___g__Colidextribacter	9	47	85	16	46	19	25	0	11	31	11	0	11	0	76	21	15	87	20	72	75	22	0	30	113	5	0	10	11	9
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Oscillospiraceae___g__Flavonifractor	15	0	185	15	15	13	18	13	11	151	4	11	12	6	18	0	36	0	8	27	20	0	0	0	8	9	0	44	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Oscillospiraceae___g__Intestinimonas	0	0	0	0	0	0	0	0	0	52	0	7	0	0	0	0	0	26	13	0	16	0	0	0	10	0	0	0	8	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Oscillospiraceae___g__NK4A214_group	0	238	0	144	48	0	135	0	14	0	0	196	44	0	540	44	136	61	120	5	74	10	0	183	17	9	0	0	93	16
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Oscillospiraceae___g__Oscillibacter	38	0	78	10	31	0	30	0	76	152	60	24	17	0	13	16	83	157	57	65	86	9	0	28	0	4	0	45	5	49
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Oscillospiraceae___g__Oscillospira	0	0	33	0	0	0	10	0	0	0	0	0	0	0	0	11	26	71	0	32	16	0	0	0	0	0	0	0	0	5
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Oscillospiraceae___g__Papillibacter	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Oscillospiraceae___g__Pseudoflavonifractor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Oscillospiraceae___g__UCG-002	69	1285	0	834	878	0	121	70	2354	0	0	865	618	0	216	542	1505	51	0	0	106	35	0	248	1417	0	0	496	1337	517
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Oscillospiraceae___g__UCG-003	0	71	0	31	8	0	13	0	0	0	0	45	0	0	13	257	130	0	57	0	16	0	0	43	0	0	0	54	75	9
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Oscillospiraceae___g__UCG-005	12	222	84	220	34	0	33	10	317	0	0	101	86	0	81	52	581	285	38	63	53	6	0	85	68	0	0	167	557	46
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Ruminococcaceae	431	2859	1581	3395	7773	1991	6175	679	2940	1500	309	3114	3186	800	3455	1998	845	2896	655	1528	2304	4953	156	1944	429	1438	928	2448	1416	1813
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Ruminococcaceae___g__Anaerofilum	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Ruminococcaceae___g__Anaerotruncus	0	0	33	0	0	0	9	0	79	0	0	0	0	0	0	0	13	12	0	25	9	0	0	0	0	0	0	0	10	9
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Ruminococcaceae___g__Angelakisella	0	10	0	0	13	0	9	0	0	0	0	0	0	0	0	0	5	6	4	0	0	0	0	0	7	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Ruminococcaceae___g__CAG-352	0	0	0	0	0	0	0	0	0	0	0	249	0	0	0	0	0	79	0	281	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Ruminococcaceae___g__Candidatus_Soleaferrea	8	10	19	5	6	0	9	0	21	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Ruminococcaceae___g__Caproiciproducens	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Ruminococcaceae___g__DTU089	0	3	17	0	0	9	0	0	15	0	0	0	0	0	6	0	0	8	13	0	24	0	3	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Ruminococcaceae___g__Faecalibacterium	59	1813	306	971	3011	200	2637	471	982	84	175	193	1158	695	497	1355	111	831	150	883	820	2095	16	1091	143	10	112	1185	805	1307
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Ruminococcaceae___g__Fournierella	13	12	118	15	19	0	0	0	14	0	8	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Ruminococcaceae___g__Harryflintia	0	0	14	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Ruminococcaceae___g__Incertae_Sedis	18	177	203	81	170	122	101	16	109	34	6	41	59	87	2474	8	18	15	83	28	47	104	99	4	11	44	38	25	13	8
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Ruminococcaceae___g__Negativibacillus	0	23	168	0	80	315	56	0	32	0	5	0	0	0	13	0	0	41	0	0	78	7	0	0	13	7	0	7	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Ruminococcaceae___g__Paludicola	0	0	0	38	0	0	0	0	0	0	0	70	0	0	0	0	27	15	0	6	0	0	0	0	28	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Ruminococcaceae___g__Phocea	0	0	19	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Ruminococcaceae___g__Ruminococcus	110	266	0	1481	3673	1315	2873	5	577	180	0	2004	1120	0	0	501	95	530	169	223	1168	1598	17	389	101	0	725	183	466	230
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Ruminococcaceae___g__Subdoligranulum	95	430	609	782	774	0	447	187	1040	1157	94	138	803	18	437	96	200	1101	168	55	113	1145	0	434	72	1359	53	1020	91	212
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__Ruminococcaceae___g__UBA1819	0	14	57	10	9	21	16	0	23	20	0	20	29	0	23	38	29	27	17	11	14	0	21	5	44	13	0	23	12	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Oscillospirales___f__UCG-010	5	7	0	3	0	0	10	0	0	0	0	475	0	0	0	0	140	3	0	0	0	0	0	0	79	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Peptococcales	6	3	9	3	0	0	0	0	0	0	0	3	0	0	0	0	22	18	0	0	5	0	0	0	5	0	0	0	48	12
d__Bacteria___p__Firmicutes___c__Clostridia___o__Peptococcales___f__Peptococcaceae	6	3	9	3	0	0	0	0	0	0	0	3	0	0	0	0	22	18	0	0	5	0	0	0	5	0	0	0	48	12
d__Bacteria___p__Firmicutes___c__Clostridia___o__Peptococcales___f__Peptococcaceae___g__Peptococcus	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	0	0	0	5	0	0	0	21	12
d__Bacteria___p__Firmicutes___c__Clostridia___o__Peptostreptococcales-Tissierellales	56	88	271	571	503	25	165	34	216	259	11	290	85	106	107	0	181	376	15	106	0	279	218	20	711	0	27	372	11	13
d__Bacteria___p__Firmicutes___c__Clostridia___o__Peptostreptococcales-Tissierellales___f__Anaerovoracaceae	10	70	271	181	91	0	156	34	86	32	11	28	42	0	0	0	66	24	12	0	0	20	0	0	137	0	27	77	11	7
d__Bacteria___p__Firmicutes___c__Clostridia___o__Peptostreptococcales-Tissierellales___f__Anaerovoracaceae___g__Family_XIII_AD3011_group	10	58	83	56	31	0	33	34	41	27	5	28	26	0	0	0	47	11	6	0	0	10	0	0	127	0	27	12	5	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Peptostreptococcales-Tissierellales___f__Anaerovoracaceae___g__Family_XIII_UCG-001	0	12	26	0	8	0	42	0	18	0	0	0	16	0	0	0	19	5	0	0	0	5	0	0	10	0	0	65	6	7
d__Bacteria___p__Firmicutes___c__Clostridia___o__Peptostreptococcales-Tissierellales___f__Anaerovoracaceae___g__Mogibacterium	0	0	0	118	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Peptostreptococcales-Tissierellales___f__Peptostreptococcaceae	46	18	0	390	412	25	9	0	130	227	0	262	43	106	107	0	115	352	3	106	0	259	216	20	52	0	0	295	0	6
d__Bacteria___p__Firmicutes___c__Clostridia___o__Peptostreptococcales-Tissierellales___f__Peptostreptococcaceae___g__Clostridioides	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Peptostreptococcales-Tissierellales___f__Peptostreptococcaceae___g__Intestinibacter	46	18	0	151	15	0	0	0	79	0	0	63	12	106	22	0	34	121	0	41	0	51	7	0	0	0	0	113	0	6
d__Bacteria___p__Firmicutes___c__Clostridia___o__Peptostreptococcales-Tissierellales___f__Peptostreptococcaceae___g__Romboutsia	0	0	0	195	397	25	0	0	0	0	0	199	31	0	85	0	14	197	3	65	0	208	12	20	6	0	0	182	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Peptostreptococcales-Tissierellales___f__Peptostreptococcaceae___g__Terrisporobacter	0	0	0	44	0	0	9	0	51	0	0	0	0	0	0	0	67	34	0	0	0	0	197	0	46	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Peptostreptococcales-Tissierellales___f__Peptostreptococcales-Tissierellales_fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	522	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Peptostreptococcales-Tissierellales___f__Peptostreptococcales-Tissierellales_fa___g__Ezakiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Peptostreptococcales-Tissierellales___f__Peptostreptococcales-Tissierellales_fa___g__Fenollaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Peptostreptococcales-Tissierellales___f__Peptostreptococcales-Tissierellales_fa___g__Finegoldia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Clostridia___o__Peptostreptococcales-Tissierellales___f__Peptostreptococcales-Tissierellales_fa___g__Peptoniphilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Negativicutes	103	24	0	871	8	365	60	0	59	1502	2337	72	444	778	125	499	138	708	427	1588	1769	675	24	2274	121	3876	0	5187	374	1630
d__Bacteria___p__Firmicutes___c__Negativicutes___o__Acidaminococcales	103	24	0	0	8	0	26	0	59	1502	0	61	0	0	119	404	103	397	427	0	0	0	0	415	107	10	0	56	113	833
d__Bacteria___p__Firmicutes___c__Negativicutes___o__Acidaminococcales___f__Acidaminococcaceae	103	24	0	0	8	0	26	0	59	1502	0	61	0	0	119	404	103	397	427	0	0	0	0	415	107	10	0	56	113	833
