clade_name	2001	2002	2003	2005	2006	2008	2009	2010	2011	2012	2013	2014	2016	2017	2018	2019	2021	2022	2023	2025	2026	2027	2028	2029	2030	2031	2032	2033	2034	2035	2036	2037	2038	2039	2040	2041	2042	2043	2044	2046	2047	2049	2050	2051	2052	2053	2054	3001	3002	3003	3004	3005	3010	3011	3013	3014	3015	3016	3017	3018	3022	3026	3030	3031	3032	3036	3038	3039	3040	3042	3043	3045	3046	3047	3048	3050	3051	3053	3056	3057	3059	3060	3061	3063	3065	3066	3067	3068	3069	3070
k__Bacteria___p__Pseudomonadota___c__Gammaproteobacteria___o__Enterobacterales___f__Vibrionaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Spirochaetota___c__Brachyspirae___o__Brachyspirales___f__Brachyspiraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Synergistota___c__Synergistia___o__Synergistales___f__Synergistaceae	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Thermodesulfobacteriota___c__Desulfovibrionia___o__Desulfovibrionales___f__Desulfovibrionaceae	0	177	236	162	0	131	121	293	11	61	19	0	478	336	282	69	79	342	84	273	91	351	168	219	152	194	59	272	536	274	4	0	315	89	0	0	247	105	133	144	0	694	122	180	0	222	141	464	725	30	45	422	183	353	359	3	0	0	88	496	22	0	167	415	424	0	333	524	483	174	92	176	9	598	410	0	0	243	398	235	365	239	88	132	0	0	34	34	463	331
k__Bacteria___p__Verrucomicrobiota___c__Lentisphaeria___o__Victivallales___f__Victivallaceae	0	16	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	1364	53	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	10	11	0	0	22	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0
k__Bacteria___p__Verrucomicrobiota___c__Lentisphaeria___o__Victivallales___f__vadinBE97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Verrucomicrobiota___c__Verrucomicrobiia___o__Opitutales___f__Puniceicoccaceae	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Verrucomicrobiota___c__Verrucomicrobiia___o__Verrucomicrobiales___f__Akkermansiaceae	2	950	67	0	0	0	0	9	760	0	849	690	288	81	507	0	0	1903	0	311	0	84	456	0	0	27	13	0	0	0	0	0	2221	0	66	0	404	33	163	763	0	356	0	0	0	212	99	0	1031	0	0	0	0	733	998	44	0	151	0	0	14	0	0	178	102	0	0	0	0	107	0	5	0	0	735	0	0	0	0	455	0	958	0	19	0	0	146	0	0	3632
k__Archaea___p__Methanobacteriota___c__Methanobacteria___o__Methanobacteriales___f__Methanobacteriaceae___g__Methanobrevibacter	0	102	0	104	15	0	0	0	0	0	0	0	0	0	10	0	0	0	0	46	0	0	48	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	124	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
k__Archaea___p__Thermoplasmatota___c__Thermoplasmata___o__Methanomassiliicoccales___f__Methanomassiliicoccaceae___g__Methanomassiliicoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Actinomycetota___c__Actinobacteria___o__Actinomycetales___f__Actinomycetaceae___g__Schaalia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	8	0	0	0	11	9	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Actinomycetota___c__Actinobacteria___o__Actinomycetales___f__Actinomycetaceae___g__Varibaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Actinomycetota___c__Actinobacteria___o__Bifidobacteriales___f__Bifidobacteriaceae___g__Bifidobacterium	0	3220	628	2483	375	1808	154	2015	0	1461	118	661	2029	6443	178	482	338	174	484	3324	1065	176	7088	281	757	0	1094	1357	122	752	340	1485	29	297	32	20	290	170	157	0	0	272	1206	127	66	0	514	532	4640	384	309	129	433	516	0	2143	67	1675	0	187	1103	38	361	0	20	330	0	248	3900	32	386	21	2286	3842	883	639	0	8302	0	444	15	2373	147	216	144	0	304	1335	0	27
k__Bacteria___p__Actinomycetota___c__Actinobacteria___o__Micrococcales___f__Micrococcaceae___g__Rothia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	8	0	0	0	0	0	0	0	0	8	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Actinomycetota___c__Actinobacteria___o__Mycobacteriales___f__Corynebacteriaceae___g__Corynebacterium	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
k__Bacteria___p__Actinomycetota___c__Coriobacteriia___o__Coriobacteriales___f__Atopobiaceae___g__Olsenella	0	0	0	76	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Actinomycetota___c__Coriobacteriia___o__Coriobacteriales___f__Atopobiaceae___g__Tractidigestivibacter	0	0	0	49	0	0	0	0	0	0	0	0	0	92	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Actinomycetota___c__Coriobacteriia___o__Coriobacteriales___f__Coriobacteriaceae___g__Collinsella	0	244	0	249	16	0	51	67	0	114	0	0	32	546	52	9	17	0	64	375	61	35	120	84	17	70	205	43	91	32	89	0	0	82	0	0	0	72	75	27	0	39	182	111	54	68	127	372	291	130	86	0	0	211	82	0	0	0	49	0	4	0	174	0	0	125	0	75	960	68	161	47	99	240	134	145	0	387	63	37	40	0	11	101	96	0	4	62	0	164
k__Bacteria___p__Actinomycetota___c__Coriobacteriia___o__Coriobacteriales___f__Coriobacteriaceae___g__Enorma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Actinomycetota___c__Coriobacteriia___o__Coriobacteriales___f__Eggerthellaceae___g__Adlercreutzia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	15	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Actinomycetota___c__Coriobacteriia___o__Coriobacteriales___f__Eggerthellaceae___g__Asaccharobacter	0	0	116	0	0	0	0	0	84	4	10	0	14	52	0	0	0	0	3	20	0	0	23	0	17	8	7	56	18	0	0	19	82	17	6	0	68	0	12	0	0	0	12	32	0	7	0	0	15	0	0	0	37	16	25	0	0	0	56	10	0	5	13	0	51	0	59	0	0	37	0	0	0	0	10	20	0	0	15	17	0	0	20	15	0	0	6	0	0	60
k__Bacteria___p__Actinomycetota___c__Coriobacteriia___o__Coriobacteriales___f__Eggerthellaceae___g__CHKCI002	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Actinomycetota___c__Coriobacteriia___o__Coriobacteriales___f__Eggerthellaceae___g__Eggerthella	82	0	17	0	0	18	0	0	44	0	21	11	0	10	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	20	0	9	0	0	5	0	0	6	0	0	0	0	0	0	0	0	0	0	10	8	78	7	8	0	0	0	0	7	15	0	0	0	45	0	0	8	0	0	0	0	9	0	0	0	11	0	0	0	0	0	0	0	88	9
k__Bacteria___p__Actinomycetota___c__Coriobacteriia___o__Coriobacteriales___f__Eggerthellaceae___g__Gordonibacter	0	6	10	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Actinomycetota___c__Coriobacteriia___o__Coriobacteriales___f__Eggerthellaceae___g__Senegalimassilia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	9	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	19	0	0	0	0	0	0	12	0	0	0	0
k__Bacteria___p__Actinomycetota___c__Coriobacteriia___o__Coriobacteriales___f__Eggerthellaceae___g__Slackia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	34	5	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	4	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	49
k__Bacteria___p__Bacillota___c__Bacilli___o__Acholeplasmatales___f__Acholeplasmataceae___g__Anaeroplasma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Erysipelotrichales___f__Erysipelatoclostridiaceae___g__Catenibacterium	0	0	0	0	0	0	0	0	0	0	0	502	0	0	0	155	200	0	73	0	44	0	0	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Erysipelotrichales___f__Erysipelatoclostridiaceae___g__Coprobacillus	6	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	12	0	0	15	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	5	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Erysipelotrichales___f__Erysipelatoclostridiaceae___g__Erysipelotrichaceae UCG-003	39	153	235	118	0	222	566	155	2233	317	497	0	48	333	305	0	102	0	143	68	0	96	9	223	152	492	70	253	149	376	239	357	102	97	0	0	992	590	60	1114	0	235	217	18	134	44	74	251	84	252	0	0	202	327	0	132	0	0	0	0	322	0	42	0	9	12	386	66	49	176	234	170	36	0	16	60	838	249	1065	76	654	251	294	185	134	0	235	468	0	256
k__Bacteria___p__Bacillota___c__Bacilli___o__Erysipelotrichales___f__Erysipelatoclostridiaceae___g__Kandleria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Erysipelotrichales___f__Erysipelatoclostridiaceae___g__Longibaculum	394	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	15	126	0	33	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
k__Bacteria___p__Bacillota___c__Bacilli___o__Erysipelotrichales___f__Erysipelatoclostridiaceae___g__Massiliomicrobiota	0	0	0	0	0	0	0	0	0	0	38	0	0	5	0	0	0	15	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	11	0	0	0	0	0	0	0	0	0	0	0	3	95	0	0	7	0	12	0	52	0	9	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Erysipelotrichales___f__Erysipelatoclostridiaceae___g__Thomasclavelia	46	0	14	0	26	0	0	0	31	0	5	33	0	6	14	0	0	65	7	11	0	6	15	19	0	22	21	13	0	8	60	8	0	10	32	9	11	7	5	161	0	0	0	117	2	7	6	0	13	0	0	34	0	47	0	0	102	41	0	60	0	0	0	67	80	0	0	0	0	0	24	0	0	58	25	8	51	24	41	6	0	13	7	5	0	140	0	0	0	10
k__Bacteria___p__Bacillota___c__Bacilli___o__Erysipelotrichales___f__Erysipelatoclostridiaceae___g__UCG-004	0	0	0	124	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Erysipelotrichales___f__Erysipelotrichaceae___g__Absiella	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Erysipelotrichales___f__Erysipelotrichaceae___g__Amedibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	6	0	0	0	0	6	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Erysipelotrichales___f__Erysipelotrichaceae___g__Dielma	5	0	0	0	0	13	0	0	3	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	5	0	0	0	0	0	0	0	0	9	0	0	0	0	0	7	4	0	0	0	0	0	0	0	0	0	21	0	0	30	0	27	0	6	0	12	3	0	0	0	0	0	0	0	0	0	0	13	0	0	5	0	0	0	0	0	0	0	0	0	12	11
k__Bacteria___p__Bacillota___c__Bacilli___o__Erysipelotrichales___f__Erysipelotrichaceae___g__Dubosiella	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Erysipelotrichales___f__Erysipelotrichaceae___g__Faecalicoccus	0	22	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	28	0	43	0	0	0	0	0	0	0	0	0	0	5	36	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Erysipelotrichales___f__Erysipelotrichaceae___g__Faecalitalea	169	0	3	0	0	0	0	0	40	0	0	0	0	0	7	0	0	233	0	0	0	0	0	0	0	41	0	20	0	0	3	0	0	0	0	21	6	0	0	0	0	0	0	51	0	0	0	0	0	0	0	70	0	0	27	0	0	72	0	205	0	84	0	31	0	0	12	0	18	16	0	0	0	0	0	0	18	0	0	0	0	0	13	0	0	0	0	0	78	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Erysipelotrichales___f__Erysipelotrichaceae___g__Holdemanella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	49	2069	0	0	0	0	0	0	0	0	0	100	443	0	0	0	0	72	0	0	0	0	0	0	0	0	115	236	0	0	1767	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1176	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Erysipelotrichales___f__Erysipelotrichaceae___g__Holdemania	13	14	0	3	0	13	0	6	32	0	19	19	0	4	9	0	8	30	5	11	2	10	13	17	10	25	10	20	0	7	10	21	6	12	0	12	18	14	0	93	22	13	5	35	0	31	0	0	3	0	4	43	4	13	14	12	0	46	0	63	0	38	0	37	17	0	22	7	17	17	13	12	0	37	26	19	30	17	16	0	6	4	32	19	10	16	0	0	51	8
k__Bacteria___p__Bacillota___c__Bacilli___o__Erysipelotrichales___f__Erysipelotrichaceae___g__Longicatena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Erysipelotrichales___f__Erysipelotrichaceae___g__Merdibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	7	0	0	23	6	20	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Erysipelotrichales___f__Erysipelotrichaceae___g__Solobacterium	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Erysipelotrichales___f__Erysipelotrichaceae___g__Turicibacter	55	129	6	12	13	0	55	7	70	17	0	0	0	102	8	0	0	4	90	12	0	0	0	22	0	115	22	0	7	0	11	51	14	17	0	0	0	0	9	0	0	0	0	0	61	0	11	0	0	5	63	0	0	9	5	9	0	0	0	0	0	7	0	0	49	0	0	0	8	0	95	226	97	0	0	38	0	0	29	7	0	10	16	0	0	0	0	53	3	3
k__Bacteria___p__Bacillota___c__Bacilli___o__Erysipelotrichales___f__Erysipelotrichaceae___g__[Clostridium] innocuum group	67	0	0	0	0	0	8	0	14	0	13	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	33	0	0	0	0	0	0	0	8	0	11	0	8	122	0	0	37	0	0	0	0	0	0	0	0	64	0	0	0	0	39	0	30	0	0	0	0	0	0	0	0	0	20	0	0	0	81
k__Bacteria___p__Bacillota___c__Bacilli___o__Lactobacillales___f__Carnobacteriaceae___g__Granulicatella	0	0	0	0	0	0	15	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	8	0	0	0	0	0	0	9	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	17	0	0	5	13	0	0	0	0	0	6	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Lactobacillales___f__Enterococcaceae___g__Enterococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	25	0	0	0	10	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Lactobacillales___f__Lactobacillaceae___g__HT002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Lactobacillales___f__Lactobacillaceae___g__Lacticaseibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Lactobacillales___f__Lactobacillaceae___g__Lactobacillus	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	8	0	0	0	0	0	0	0	0	0	15	0	0	45	0	0	8	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2
k__Bacteria___p__Bacillota___c__Bacilli___o__Lactobacillales___f__Lactobacillaceae___g__Latilactobacillus	4	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Lactobacillales___f__Lactobacillaceae___g__Leuconostoc	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Lactobacillales___f__Lactobacillaceae___g__Ligilactobacillus	0	0	133	0	0	0	0	2	0	0	7	0	0	0	0	0	0	0	0	49	125	0	0	0	412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Bacilli___o__Lactobacillales___f__Streptococcaceae___g__Lactococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	5	0	5	0	5	3	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	115	0	0	0	0	21	0	13	0	0	0	0	0	0	0	0	0	6	0	0	11	0	0	0	0	0	4	0	0	0	9
